Date,Position,Track,Artists,Streams
2020-02-06,70,Juro Que,ROSALÍA,74039
2020-02-06,71,Callaita,"Bad Bunny, Tainy",72266
2020-02-06,72,Con Altura,"ROSALÍA, J Balvin, El Guincho",69639
2020-02-06,73,Que Tire Pa Lante,Daddy Yankee,69458
2020-02-06,74,ROXANNE,Arizona Zervas,69359
2020-02-06,75,Me Equivocaré,Antonio José,69116
2020-02-06,76,105 F Remix,"KEVVO, Farruko, Chencho Corleone, Arcangel, Darell, Ñengo Flow, Brytiago, Myke Towers",68092
2020-02-06,77,everything i wanted,Billie Eilish,67401
2020-02-06,78,bad guy,Billie Eilish,67016
2020-02-06,79,Definitivamente,"Daddy Yankee, Sech",66625
2020-02-06,80,Sueño (con Pablo Alborán),Beret,65541
2020-02-06,81,Soldadito de Hierro,Nil Moliner,63794
2020-02-06,82,Disparos,Dani Fernández,63469
2020-02-06,83,Bésame,"David Bisbal, Juan Magán",62180
2020-02-06,84,Con La Miel En Los Labios,Aitana,62023
2020-02-06,85,Falling,Trevor Daniel,60772
2020-02-06,86,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",60758
2020-02-06,87,Me vas a ver,Beret,59554
2020-02-06,88,Me Quedo,"Aitana, Lola Indigo",58518
2020-02-06,89,Lo siento,Beret,58338
2020-02-06,90,LA CANCIÓN,"J Balvin, Bad Bunny",57008
2020-02-06,91,Déjate Querer,"Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds",56878
2020-02-06,92,Mi Error - Remix,"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay",56837
2020-02-06,93,Someone You Loved,Lewis Capaldi,56742
2020-02-06,94,Con Calma,"Daddy Yankee, Snow",56673
2020-02-06,95,No Vuelvas Más,Darell,56483
2020-02-06,96,PORFA,"Feid, Justin Quiles",56127
2020-02-06,97,I Don't Care (with Justin Bieber),Ed Sheeran,55189
2020-02-06,98,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake, J Balvin",54938
2020-02-06,99,No Te Preocupes por Mi,Leiva,54231
2020-02-06,100,Calma - Remix,"Pedro Capó, Farruko",54194
2020-02-06,101,Goteo,Duki,54097
2020-02-06,102,Fuego,Estopa,51610
2020-02-06,103,La Mentira (feat. Joaquín Sabina),Dani Martín,50722
2020-02-06,104,Ronca,Myke Towers,50178
2020-02-06,105,Me llama,Beret,49787
2020-02-06,106,MALA SANTA,Becky G,49448
2020-02-06,107,Como Si Fueras a Morir Mañana,Leiva,49033
2020-02-06,108,Qué Pena,"Maluma, J Balvin",48947
2020-02-06,109,Lola Bunny,"Lola Indigo, Don Patricio",48596
2020-02-06,110,¿Qué Ha Pasao'?,"Abraham Mateo, Sofía Reyes",48238
2020-02-06,111,Prendío,Rvfv,47730
2020-02-06,112,11 PM,Maluma,47725
2020-02-06,113,Vas A Quedarte,Aitana,47112
2020-02-06,114,Te esperaré toda la vida,Dani Fernández,46998
2020-02-06,115,Piensan,Myke Towers,46868
2020-02-06,116,Mi Persona Favorita,"Alejandro Sanz, Camila Cabello",46622
2020-02-06,117,Pikete italiano,KvndySwing,46547
2020-02-06,118,Una Foto en Blanco y Negro,"David Otero, Taburete",46480
2020-02-06,119,Soldadito marinero,Fito y Fitipaldis,46134
2020-02-06,120,Life Is Good (feat. Drake),Future,45978
2020-02-06,121,5 Sentidos,"Dvicio, Taburete",45785
2020-02-06,122,Shallow,"Lady Gaga, Bradley Cooper",45690
2020-02-06,123,Kemba Walker,"Eladio Carrion, Bad Bunny",45292
2020-02-06,124,Easy,Jhay Cortez,45283
2020-02-06,125,Como Se Siente,Jhay Cortez,45041
2020-02-06,126,En Tus Planes,David Bisbal,44542
2020-02-06,127,Princesas,Pereza,44215
2020-02-06,128,Gan-Ga - Remix,"Bryant Myers, Anuel AA",44173
2020-02-06,129,Enchochado de Ti,Don Patricio,44053
2020-02-06,130,A Escondidas,"$kyhook, Morad",43912
2020-02-06,131,Un Planeta Llamado Nosotros,Maldita Nerea,43543
2020-02-06,132,Circles,Post Malone,43299
2020-02-06,133,Piropo,Noriel,43091
2020-02-06,134,Te Robaré,"Nicky Jam, Ozuna",43054
2020-02-06,135,Adan y Eva,Paulo Londra,42921
2020-02-06,136,Un Año,"Sebastian Yatra, Reik",42745
2020-02-06,137,QUE PRETENDES,"J Balvin, Bad Bunny",42449
2020-02-06,138,Godzilla (feat. Juice WRLD),Eminem,42413
2020-02-06,139,Cuerpo en Venta,"Noriel, Myke Towers, Rauw Alejandro, Almighty",42208
2020-02-06,140,Cuando Nadie Ve,Morat,42147
2020-02-06,141,Bonita,"Juanes, Sebastian Yatra",42131
2020-02-06,142,LowKey,Bryant Myers,41838
2020-02-06,143,Hookah,Bad Gyal,41751
2020-02-06,144,Desde cero (con Melendi),Beret,41698
2020-02-06,145,Déjame Ser,Manuel Carrasco,41343
2020-02-06,146,No Te Debí Besar,"C. Tangana, Paloma Mami",41308
2020-02-06,147,Diavla,"Chris Viz, Young Vene",40937
2020-02-06,148,Velitas,"Darell, Brytiago",40905
2020-02-06,149,La Playa,Myke Towers,40877
2020-02-06,150,Esperando - MUU Sessions,"Nil Moliner, Bely Basarte",40803
2020-02-06,151,Superpoderes,Leiva,40766
2020-02-06,152,Loco,Beéle,40549
2020-02-06,153,Si te vas,Blas Cantó,40515
2020-02-06,154,Mi Religión,Nil Moliner,40337
2020-02-06,155,Swing,Danny Ocean,39868
2020-02-06,156,Mirándote,Rvfv,39411
2020-02-06,157,Lose You To Love Me,Selena Gomez,39122
2020-02-06,158,Enamórate De Alguien Más,Morat,39118
2020-02-06,159,Adore You,Harry Styles,39078
2020-02-06,160,Beautiful People (feat. Khalid),Ed Sheeran,38990
2020-02-06,161,Baila Conmigo (feat. Kelly Ruiz),"Dayvi, Victor Cardenas, Kelly Ruíz",38888
2020-02-06,162,Ayy Macarena,Tyga,38749
2020-02-06,163,Ride It,Regard,38440
2020-02-06,164,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",38430
2020-02-06,165,Cicatrices,Natos y Waor,38288
2020-02-06,166,Mi accidente preferido (con Juancho Sidecars y Sidecars),Despistaos,37849
2020-02-06,167,Cristina,Sebastian Yatra,37846
2020-02-06,168,Dream Girl - Remix,"Ir Sais, Rauw Alejandro",37836
2020-02-06,169,Besos En Guerra,"Morat, Juanes",37809
2020-02-06,170,Tequila y Candela,Marlon,37729
2020-02-06,171,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",37717
2020-02-06,172,Maldad (with Maluma),Steve Aoki,37706
2020-02-06,173,Cicatrices (feat. Indara),Sergio Contreras,37680
2020-02-06,174,Coronao Now,"El Alfa, Lil Pump",37453
2020-02-06,175,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",37414
2020-02-06,176,Yelo,C. Tangana,37298
2020-02-06,177,Si Se Da - Remix,"Myke Towers, Farruko, Arcangel, Sech, Zion",37266
2020-02-06,178,Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky),"Dvicio, Jesús Reik",37102
2020-02-06,179,nana triste,"Natalia Lacunza, Guitarricadelafuente",36877
2020-02-06,180,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",36819
2020-02-06,181,Te echo de menos,Beret,36545
2020-02-06,182,Mi Consuelo,"Keen Levy, Rvfv",36200
2020-02-06,183,Como Camarón,Estopa,36065
2020-02-06,184,La Mejor Versión de Mi - Remix,"Natti Natasha, Romeo Santos",35978
2020-02-06,185,Aleluya,"Reik, Manuel Turizo",35948
2020-02-06,186,Les Duele,Morad,35941
2020-02-06,187,Lose Control,"MEDUZA, Becky Hill, Goodboys",35867
2020-02-06,188,Copenhague,Vetusta Morla,35817
2020-02-06,189,Aguantando,Morad,35790
2020-02-06,190,Tú,Myke Towers,35655
2020-02-06,191,Déjala Que Baile (with Alejandro Sanz & Arkano),Melendi,35491
2020-02-06,192,Música,"DJ Luian, Mambo Kingz, Farruko, Wisin, Myke Towers, Darell, Arcangel",35365
2020-02-06,193,HP,Maluma,35357
2020-02-06,194,olvídate de mí,Natalia Lacunza,35338
2020-02-06,195,C90 (Remix),"John C, Neo Pistea, Bhavi, Trueno",35288
2020-02-06,196,Otro Trago,"Sech, Darell",34993
2020-02-06,197,Only Human,Jonas Brothers,34714
2020-02-06,198,Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",34635
2020-02-06,199,Cristina (feat. Shelow Shaq),"Maffio, Justin Quiles, Nacho",34483
2020-02-06,200,Ellos,Ceky Viciny,34359
2020-02-07,1,Tusa,"KAROL G, Nicki Minaj",625687
2020-02-07,2,Morado,J Balvin,366982
2020-02-07,3,Me Gusta,"Shakira, Anuel AA",354185
2020-02-07,4,Keii,Anuel AA,312511
2020-02-07,5,Alocao (With Bad Gyal),Omar Montes,294325
2020-02-07,6,Medusa,"Jhay Cortez, Anuel AA, J Balvin",276993
2020-02-07,7,Se iluminaba,"Fred De Palma, Ana Mena",269778
2020-02-07,8,Dance Monkey,Tones And I,266799
2020-02-07,9,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",264983
2020-02-07,10,+,"Aitana, Cali Y El Dandee",242882
2020-02-07,11,Indeciso,"Reik, J Balvin, Lalo Ebratt",241237
2020-02-07,12,Muévelo,"Nicky Jam, Daddy Yankee",240727
2020-02-07,13,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",236422
2020-02-07,14,Blanco,J Balvin,224965
2020-02-07,15,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",221435
2020-02-07,16,Vete,Bad Bunny,214089
2020-02-07,17,Whine Up,"Nicky Jam, Anuel AA",208470
2020-02-07,18,Sigues Con El,"Dímelo Flow, Arcangel, Sech",208398
2020-02-07,19,Zorra,Bad Gyal,194757
2020-02-07,20,Fuera De Mi Mente,"Lérica, Juan Magán",186517
2020-02-07,21,Easy - Remix,"Jhay Cortez, Ozuna",186440
2020-02-07,22,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",182819
2020-02-07,23,Aventura,"Lunay, Ozuna, Anuel AA",178131
2020-02-07,24,Si por mi fuera,Beret,168179
2020-02-07,25,Fantasias,"Rauw Alejandro, Farruko",167890
2020-02-07,26,Rueda,Chimbala,156707
2020-02-07,27,Malibú con Piña,Funzo & BaLoud,149998
2020-02-07,28,Girl,Myke Towers,144785
2020-02-07,29,Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",144651
2020-02-07,30,Pegamos Tela,"Lérica, Omar Montes, Abraham Mateo",143691
2020-02-07,31,Diosa,Myke Towers,139862
2020-02-07,32,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",131683
2020-02-07,33,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",128800
2020-02-07,34,Rutina,Myke Towers,127364
2020-02-07,35,Definitivamente,"Daddy Yankee, Sech",126811
2020-02-07,36,MONEY TILL I DIE,Kidd Keo,126221
2020-02-07,37,B11 (feat. Myke Towers),"Rvssian, Darell, Zion & Lennox",125346
2020-02-07,38,Adicto (with Anuel AA & Ozuna),Tainy,124093
2020-02-07,39,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",122299
2020-02-07,40,Yummy,Justin Bieber,121601
2020-02-07,41,Ella No Quiere Rosé,"Rvfv, Bandaga",119230
2020-02-07,42,Tabú,"Pablo Alborán, Ava Max",117767
2020-02-07,43,Te Quemaste,"Manuel Turizo, Anuel AA",117089
2020-02-07,44,Viene y Va,"C. Tangana, Natti Natasha",116604
2020-02-07,45,Fantasía,Ozuna,115882
2020-02-07,46,Hasta Que Salga el Sol,Ozuna,114416
2020-02-07,47,Don't Start Now,Dua Lipa,110742
2020-02-07,48,Si Te Vas,"Sech, Ozuna",110629
2020-02-07,49,Qué Bonito Es Querer,Manuel Carrasco,107451
2020-02-07,50,Memories,Maroon 5,102967
2020-02-07,51,La Cama,"Lunay, Myke Towers",99791
2020-02-07,52,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",99500
2020-02-07,53,Physical,Dua Lipa,98660
2020-02-07,54,Blinding Lights,The Weeknd,93248
2020-02-07,55,Indios y Vaqueros,"Sinsinati, Álvaro De Luna",93154
2020-02-07,56,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",91424
2020-02-07,57,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",90867
2020-02-07,58,De Tranquilote,"Danny Romero, Lérica",90710
2020-02-07,59,Relación Rota,Myke Towers,88789
2020-02-07,60,Señorita,"Shawn Mendes, Camila Cabello",88679
2020-02-07,61,Contando Lunares (feat. Cruz Cafuné),Don Patricio,88213
2020-02-07,62,A Dónde Vamos,Morat,87593
2020-02-07,63,Callaita,"Bad Bunny, Tainy",86589
2020-02-07,64,Presiento,"Morat, Aitana",86181
2020-02-07,65,The Box,Roddy Ricch,85412
2020-02-07,66,Infeliz,"Arcangel, Bad Bunny",84386
2020-02-07,67,Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",84379
2020-02-07,68,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, Natti Natasha, Farruko",84050
2020-02-07,69,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",83229
2020-02-07,70,Contando Lunares (feat. Anitta & Rauw Alejandro) - Remix,Don Patricio,81528
2020-02-07,71,No Me Olvida,"Robledo, Omar Montes, Quimico Ultra Mega",80648
2020-02-07,72,DOSIS,"Dvicio, Reik, ChocQuibTown",79513
2020-02-07,73,Tutu,"Camilo, Pedro Capó",79032
2020-02-07,74,Con Altura,"ROSALÍA, J Balvin, El Guincho",76436
2020-02-07,75,Juro Que,ROSALÍA,75765
2020-02-07,76,bad guy,Billie Eilish,75636
2020-02-07,77,ROXANNE,Arizona Zervas,74878
2020-02-07,78,105 F Remix,"KEVVO, Farruko, Chencho Corleone, Arcangel, Darell, Ñengo Flow, Brytiago, Myke Towers",74481
2020-02-07,79,Me Equivocaré,Antonio José,72402
2020-02-07,80,Que Tire Pa Lante,Daddy Yankee,71861
2020-02-07,81,everything i wanted,Billie Eilish,70013
2020-02-07,82,Bésame,"David Bisbal, Juan Magán",69557
2020-02-07,83,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",69094
2020-02-07,84,En Llamas,"Pol Granch, Natalia Lacunza",69042
2020-02-07,85,LA CANCIÓN,"J Balvin, Bad Bunny",65975
2020-02-07,86,Con Calma,"Daddy Yankee, Snow",65942
2020-02-07,87,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake, J Balvin",65361
2020-02-07,88,Sueño (con Pablo Alborán),Beret,65211
2020-02-07,89,Falling,Trevor Daniel,65042
2020-02-07,90,Me Quedo,"Aitana, Lola Indigo",63146
2020-02-07,91,Soldadito de Hierro,Nil Moliner,62842
2020-02-07,92,No Vuelvas Más,Darell,62477
2020-02-07,93,Disparos,Dani Fernández,62415
2020-02-07,94,Goteo,Duki,62074
2020-02-07,95,La Pared 360,"Lenny Tavárez, Justin Quiles",61725
2020-02-07,96,Déjate Querer,"Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds",61517
2020-02-07,97,Calma - Remix,"Pedro Capó, Farruko",60857
2020-02-07,98,PORFA,"Feid, Justin Quiles",60212
2020-02-07,99,Con La Miel En Los Labios,Aitana,60123
2020-02-07,100,Me vas a ver,Beret,58414
2020-02-07,101,Intentions,"Justin Bieber, Quavo",58084
2020-02-07,102,Lo siento,Beret,57845
2020-02-07,103,I Don't Care (with Justin Bieber),Ed Sheeran,57818
2020-02-07,104,Ronca,Myke Towers,56693
2020-02-07,105,Mejor,"Dalex, Sech",56608
2020-02-07,106,Mi Error - Remix,"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay",56599
2020-02-07,107,Someone You Loved,Lewis Capaldi,56322
2020-02-07,108,MALA SANTA,Becky G,55028
2020-02-07,109,Lola Bunny,"Lola Indigo, Don Patricio",54587
2020-02-07,110,Qué Pena,"Maluma, J Balvin",54554
2020-02-07,111,Prendío,Rvfv,54305
2020-02-07,112,No Te Preocupes por Mi,Leiva,54001
2020-02-07,113,11 PM,Maluma,53766
2020-02-07,114,La Mentira (feat. Joaquín Sabina),Dani Martín,52562
2020-02-07,115,Fuego,Estopa,52339
2020-02-07,116,Gan-Ga - Remix,"Bryant Myers, Anuel AA",51537
2020-02-07,117,Piensan,Myke Towers,51415
2020-02-07,118,Life Is Good (feat. Drake),Future,50532
2020-02-07,119,Una Foto en Blanco y Negro,"David Otero, Taburete",50148
2020-02-07,120,Pikete italiano,KvndySwing,50084
2020-02-07,121,Kemba Walker,"Eladio Carrion, Bad Bunny",49345
2020-02-07,122,Easy,Jhay Cortez,49068
2020-02-07,123,Soldadito marinero,Fito y Fitipaldis,49022
2020-02-07,124,Te Robaré,"Nicky Jam, Ozuna",48998
2020-02-07,125,Dream Girl - Remix,"Ir Sais, Rauw Alejandro",48915
2020-02-07,126,¿Qué Ha Pasao'?,"Abraham Mateo, Sofía Reyes",48678
2020-02-07,127,Me llama,Beret,48258
2020-02-07,128,Como Si Fueras a Morir Mañana,Leiva,48239
2020-02-07,129,Mi Persona Favorita,"Alejandro Sanz, Camila Cabello",48186
2020-02-07,130,QUE PRETENDES,"J Balvin, Bad Bunny",48053
2020-02-07,131,Adan y Eva,Paulo Londra,48007
2020-02-07,132,Vas A Quedarte,Aitana,47963
2020-02-07,133,Piropo,Noriel,47852
2020-02-07,134,5 Sentidos,"Dvicio, Taburete",47737
2020-02-07,135,Hookah,Bad Gyal,47585
2020-02-07,136,Como Se Siente,Jhay Cortez,47456
2020-02-07,137,Te esperaré toda la vida,Dani Fernández,46895
2020-02-07,138,Cuerpo en Venta,"Noriel, Myke Towers, Rauw Alejandro, Almighty",46813
2020-02-07,139,En Tus Planes,David Bisbal,46622
2020-02-07,140,LowKey,Bryant Myers,46411
2020-02-07,141,Circles,Post Malone,46369
2020-02-07,142,Bonita,"Juanes, Sebastian Yatra",46270
2020-02-07,143,Diavla,"Chris Viz, Young Vene",46219
2020-02-07,144,Baila Conmigo (feat. Kelly Ruiz),"Dayvi, Victor Cardenas, Kelly Ruíz",46068
2020-02-07,145,Mirándote,Rvfv,45892
2020-02-07,146,Velitas,"Darell, Brytiago",45847
2020-02-07,147,Enchochado de Ti,Don Patricio,45388
2020-02-07,148,A Escondidas,"$kyhook, Morad",45316
2020-02-07,149,Shallow,"Lady Gaga, Bradley Cooper",45210
2020-02-07,150,Un Año,"Sebastian Yatra, Reik",45044
2020-02-07,151,Coronao Now,"El Alfa, Lil Pump",44893
2020-02-07,152,La Playa,Myke Towers,44528
2020-02-07,153,Princesas,Pereza,44500
2020-02-07,154,Maldad (with Maluma),Steve Aoki,44067
2020-02-07,155,Godzilla (feat. Juice WRLD),Eminem,43656
2020-02-07,156,Rompecabezas,Maka,43388
2020-02-07,157,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",43182
2020-02-07,158,Loco,Beéle,43127
2020-02-07,159,Swing,Danny Ocean,42927
2020-02-07,160,Ayy Macarena,Tyga,42906
2020-02-07,161,No Te Debí Besar,"C. Tangana, Paloma Mami",42611
2020-02-07,162,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",42479
2020-02-07,163,Déjame Ser,Manuel Carrasco,42478
2020-02-07,164,Desde cero (con Melendi),Beret,42235
2020-02-07,165,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",42017
2020-02-07,166,C90 (Remix),"John C, Neo Pistea, Bhavi, Trueno",41997
2020-02-07,167,Cuando Nadie Ve,Morat,41947
2020-02-07,168,Ride It,Regard,41370
2020-02-07,169,Beautiful People (feat. Khalid),Ed Sheeran,41061
2020-02-07,170,Mi Consuelo,"Keen Levy, Rvfv",41012
2020-02-07,171,Si Se Da - Remix,"Myke Towers, Farruko, Arcangel, Sech, Zion",40982
2020-02-07,172,Les Duele,Morad,40585
2020-02-07,173,Un Planeta Llamado Nosotros,Maldita Nerea,40561
2020-02-07,174,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",40506
2020-02-07,175,Borracho De Amor,"Cali Y El Dandee, Reik",40285
2020-02-07,176,HP,Maluma,39894
2020-02-07,177,Si te vas,Blas Cantó,39854
2020-02-07,178,Superpoderes,Leiva,39773
2020-02-07,179,Esperando - MUU Sessions,"Nil Moliner, Bely Basarte",39740
2020-02-07,180,Aguantando,Morad,39247
2020-02-07,181,Cristina (feat. Shelow Shaq),"Maffio, Justin Quiles, Nacho",39177
2020-02-07,182,Cicatrices (feat. Indara),Sergio Contreras,39112
2020-02-07,183,Otro Trago,"Sech, Darell",38884
2020-02-07,184,Enamórate De Alguien Más,Morat,38845
2020-02-07,185,TE SUPERÉ,"Becky G, Zion & Lennox, Farruko",38713
2020-02-07,186,Secreto,"Anuel AA, KAROL G",38618
2020-02-07,187,Pa Los Gustos Los Colores,Javiielo,38500
2020-02-07,188,Know Your Worth,"Khalid, Disclosure",38495
2020-02-07,189,Besos En Guerra,"Morat, Juanes",38207
2020-02-07,190,Mi Religión,Nil Moliner,38206
2020-02-07,191,Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",37937
2020-02-07,192,Lose Control,"MEDUZA, Becky Hill, Goodboys",37937
2020-02-07,193,Cristina,Sebastian Yatra,37904
2020-02-07,194,Atrévete,"Nicky Jam, Sech",37831
2020-02-07,195,Como Camarón,Estopa,37789
2020-02-07,196,Cicatrices,Natos y Waor,37679
2020-02-07,197,Música,"DJ Luian, Mambo Kingz, Farruko, Wisin, Myke Towers, Darell, Arcangel",37677
2020-02-07,198,Ellos,Ceky Viciny,37644
2020-02-07,199,Aleluya,"Reik, Manuel Turizo",37469
2020-02-07,200,Adore You,Harry Styles,37435
2020-02-08,1,Tusa,"KAROL G, Nicki Minaj",660592
2020-02-08,2,Morado,J Balvin,364190
2020-02-08,3,Me Gusta,"Shakira, Anuel AA",356345
2020-02-08,4,Keii,Anuel AA,295297
2020-02-08,5,Alocao (With Bad Gyal),Omar Montes,289861
2020-02-08,6,Medusa,"Jhay Cortez, Anuel AA, J Balvin",270728
2020-02-08,7,Dance Monkey,Tones And I,270164
2020-02-08,8,Se iluminaba,"Fred De Palma, Ana Mena",260335
2020-02-08,9,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",259635
2020-02-08,10,Muévelo,"Nicky Jam, Daddy Yankee",239798
2020-02-08,11,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",237798
2020-02-08,12,Indeciso,"Reik, J Balvin, Lalo Ebratt",235382
2020-02-08,13,+,"Aitana, Cali Y El Dandee",229964
2020-02-08,14,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",225662
2020-02-08,15,Blanco,J Balvin,225154
2020-02-08,16,Vete,Bad Bunny,214490
2020-02-08,17,Whine Up,"Nicky Jam, Anuel AA",208547
2020-02-08,18,Sigues Con El,"Dímelo Flow, Arcangel, Sech",203040
2020-02-08,19,Zorra,Bad Gyal,192817
2020-02-08,20,Easy - Remix,"Jhay Cortez, Ozuna",183009
2020-02-08,21,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",180929
2020-02-08,22,Fuera De Mi Mente,"Lérica, Juan Magán",178452
2020-02-08,23,Aventura,"Lunay, Ozuna, Anuel AA",178177
2020-02-08,24,Fantasias,"Rauw Alejandro, Farruko",168802
2020-02-08,25,Rueda,Chimbala,161323
2020-02-08,26,Si por mi fuera,Beret,161083
2020-02-08,27,Diosa,Myke Towers,160451
2020-02-08,28,Malibú con Piña,Funzo & BaLoud,157159
2020-02-08,29,Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",142599
2020-02-08,30,Girl,Myke Towers,142144
2020-02-08,31,Pegamos Tela,"Lérica, Omar Montes, Abraham Mateo",134911
2020-02-08,32,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",132251
2020-02-08,33,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",125855
2020-02-08,34,B11 (feat. Myke Towers),"Rvssian, Darell, Zion & Lennox",124314
2020-02-08,35,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",123778
2020-02-08,36,Rutina,Myke Towers,122897
2020-02-08,37,Adicto (with Anuel AA & Ozuna),Tainy,122438
2020-02-08,38,Definitivamente,"Daddy Yankee, Sech",121674
2020-02-08,39,Ella No Quiere Rosé,"Rvfv, Bandaga",120305
2020-02-08,40,MONEY TILL I DIE,Kidd Keo,120141
2020-02-08,41,Yummy,Justin Bieber,119930
2020-02-08,42,Te Quemaste,"Manuel Turizo, Anuel AA",118809
2020-02-08,43,Hasta Que Salga el Sol,Ozuna,115784
2020-02-08,44,Don't Start Now,Dua Lipa,111847
2020-02-08,45,Fantasía,Ozuna,111192
2020-02-08,46,Si Te Vas,"Sech, Ozuna",110894
2020-02-08,47,Tabú,"Pablo Alborán, Ava Max",109754
2020-02-08,48,Viene y Va,"C. Tangana, Natti Natasha",109740
2020-02-08,49,Memories,Maroon 5,95198
2020-02-08,50,Qué Bonito Es Querer,Manuel Carrasco,94565
2020-02-08,51,La Cama,"Lunay, Myke Towers",93838
2020-02-08,52,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",91565
2020-02-08,53,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",90755
2020-02-08,54,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",89862
2020-02-08,55,The Box,Roddy Ricch,89741
2020-02-08,56,Blinding Lights,The Weeknd,89004
2020-02-08,57,Callaita,"Bad Bunny, Tainy",88614
2020-02-08,58,De Tranquilote,"Danny Romero, Lérica",86223
2020-02-08,59,Relación Rota,Myke Towers,85674
2020-02-08,60,Contando Lunares (feat. Cruz Cafuné),Don Patricio,85664
2020-02-08,61,Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",84498
