,Track,Artists,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Artists_1,Artists_2,Artists_3,genres_1,genres_2,genres_3
707,Djadja (feat. Maluma) - Remix,['Aya Nakamura'],6AzKhCHOms83jvNVLsz0Bt,"['francoton', 'basshall']",0.791,0.682,5,-7.328,1,0.158,0.175,0.0,0.0926,0.672,98.031,Aya Nakamura,,,francoton,basshall,
708,Singapur,"['El Alfa', 'Chael Produciendo']",4QfZYDhGZc0T2RDvGiI69E,"['reggaeton', 'latin', 'rap', 'dembow']",0.853,0.909,7,-2.473,1,0.229,0.0522,0.0223,0.129,0.803,112.987,El Alfa,Chael Produciendo,,reggaeton,latin,rap
709,Watermelon Sugar,['Harry Styles'],6UelLqGlWMcVH1E5c4H7lY,['pop'],0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,Harry Styles,,,pop,,
710,Breaking Me,"['Topic', 'A7S']",3H7ihDc1dqLriiWXwsc2po,"['pop', 'german dance', 'house', 'edm']",0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,Topic,A7S,,pop,german dance,house
711,Ma Vie (feat. Yay),['Kidd Keo'],6UU24wuWgGwuSBAxDH866Z,"['rap', 'urban']",0.936,0.825,1,-4.928,1,0.189,0.00612,0.0017,0.0703,0.843,123.991,Kidd Keo,,,rap,urban,
712,Como habla una mujer (feat. C. Tangana),['Paula Cendejas'],1pJeLDLduCZS4hLuc1JByJ,['r&b'],0.667,0.766,11,-4.907,0,0.156,0.389,2.85e-05,0.208,0.496,179.945,Paula Cendejas,,,r&b,,
713,Vatos Locos,"['Jul', 'Morad']",2f1I5YmvtL2vFKWKH2HikM,"['rap', 'francoton']",0.543,0.817,11,-5.911,0,0.243,0.279,3.03e-06,0.0953,0.47,189.016,Jul,Morad,,rap,francoton,
714,FEEL THE BEAT,"['Black Eyed Peas', 'Maluma']",0pGC7cwCOakpvCFYiawNhM,"['pop', 'rap']",0.896,0.528,0,-5.981,0,0.0849,0.114,0.000189,0.773,0.312,104.991,Black Eyed Peas,Maluma,,pop,rap,
715,Aguacero,['Txarango'],3FyNnxMhZXJAQhKliBEcI9,"['musica catalana', 'mestissatge', 'cantautor', 'rock', 'indie']",0.773,0.839,5,-8.508,1,0.076,0.0782,0.0,0.143,0.784,102.007,Txarango,,,musica catalana,mestissatge,cantautor
716,Todo Estaba Bien,"['Carlos Sadness', 'Manuel Medrano']",0qRE2t4scDRFsBgBXsQIH9,['indie'],0.761,0.729,5,-5.896,1,0.0904,0.0844,0.00402,0.155,0.456,103.982,Carlos Sadness,Manuel Medrano,,indie,,
717,El Hipo,"['Danny Romero', 'Juan Magán']",3CCPAxHcGuTL43u4U9euVo,"['pop', 'electro', 'latin']",0.814,0.595,0,-6.282,1,0.274,0.32,0.0,0.0949,0.779,82.575,Danny Romero,Juan Magán,,pop,electro,latin
718,Cositas,"['Brytiago', 'Rauw Alejandro']",28MQqYBRGytyNKE263ASRM,"['reggaeton', 'hip hop', 'rap', 'latin']",0.825,0.631,11,-5.003,0,0.0743,0.21,0.0,0.342,0.86,154.02,Brytiago,Rauw Alejandro,,reggaeton,hip hop,rap
719,Les coses senzilles,['Txarango'],5Wqb2Or1vL83llTHmhLBx8,"['musica catalana', 'mestissatge', 'cantautor', 'rock', 'indie']",0.66,0.54,7,-10.336,1,0.0382,0.245,0.0,0.09,0.594,158.176,Txarango,,,musica catalana,mestissatge,cantautor
720,Quan cau el sol,['Txarango'],3FUX1QXcOpRBYh10EhaJ4I,"['musica catalana', 'mestissatge', 'cantautor', 'rock', 'indie']",0.623,0.588,2,-9.436,1,0.0297,0.388,0.000946,0.126,0.611,103.981,Txarango,,,musica catalana,mestissatge,cantautor
721,La Presión,"['Lalo Ebratt', 'Manuel Turizo']",0LXk0yWcGfACtMKX0igobq,"['rap', 'reggaeton', 'pop', 'hip hop', 'latin']",0.843,0.634,7,-5.165,1,0.105,0.03,0.00703,0.352,0.778,95.029,Lalo Ebratt,Manuel Turizo,,rap,reggaeton,pop
722,La foguera,['Txarango'],0BSpC4qNGf1e6ulPjown3T,"['musica catalana', 'mestissatge', 'cantautor', 'rock', 'indie']",0.795,0.724,2,-7.837,0,0.0404,0.0863,3.14e-06,0.0642,0.906,102.01,Txarango,,,musica catalana,mestissatge,cantautor
723,De tot arreu,['Txarango'],4cEFfR312Fsj72MgutEtZo,"['musica catalana', 'mestissatge', 'cantautor', 'rock', 'indie']",0.53,0.381,5,-11.504,1,0.0506,0.116,0.0,0.0897,0.327,84.006,Txarango,,,musica catalana,mestissatge,cantautor
724,El Fin del Mundo,"['La La Love You', 'Axolotes Mexicanos']",5SeYlZyKVENMOxiSPQkKyw,"['indie', 'pop']",0.6,0.866,4,-4.599,1,0.0477,0.000839,0.0,0.094,0.676,127.056,La La Love You,Axolotes Mexicanos,,indie,pop,
725,23 de Junio,['Vetusta Morla'],3NolL8Ds5qRrYQSVUBKicn,"['indie', 'rock', 'cantautor', 'pop']",0.442,0.473,9,-8.63,0,0.0394,0.616,1.17e-06,0.0693,0.547,172.879,Vetusta Morla,,,indie,rock,cantautor
726,Dime Cuantas Veces (Remix) [feat. Justin Quiles],"['Micro TDH', 'Rels B', 'Lenny Tavárez']",4MWb6mltydQn84NrTm7Gpl,"['hip hop', 'rap', 'latin']",0.911,0.632,1,-2.94,1,0.118,0.201,9.26e-06,0.0791,0.832,99.988,Micro TDH,Rels B,Lenny Tavárez,hip hop,rap,latin
727,Ya No,"['Sticky M.A.', 'C. Tangana', 'Jambo', 'Royce Rolo']",7pyTOEKYoFAjUX7U4kARBf,"['rap', 'urban']",0.662,0.723,1,-5.064,0,0.0374,0.34,0.0,0.303,0.698,152.067,Sticky M.A.,C. Tangana,Jambo,rap,urban,
728,Savage Love (Laxed - Siren Beat),"['Jawsh 685', 'Jason Derulo']",1xQ6trAsedVPCdbtDAmk0c,['pop'],0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,Jawsh 685,Jason Derulo,,pop,,
729,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","['Feid', 'J Balvin', 'Justin Quiles']",7lUdbnz7wsv3C9zzf4WHl9,"['reggaeton', 'pop', 'rap', 'latin']",0.793,0.737,6,-4.731,0,0.0785,0.0765,0.0,0.0747,0.697,167.969,Feid,J Balvin,Justin Quiles,reggaeton,pop,rap
730,Ya mi mama me decía,['Guitarricadelafuente'],2AviITab6bCBtts9zJIPYz,['pop'],0.677,0.423,6,-10.535,1,0.0865,0.54,0.00153,0.0876,0.296,144.421,Guitarricadelafuente,,,pop,,
731,Algo Mágico,['Rauw Alejandro'],0zlnHTHiBQ68ZCAmTw5ozm,"['pop', 'rap']",0.68,0.613,11,-4.368,1,0.0818,0.758,0.0,0.161,0.609,100.127,Rauw Alejandro,,,pop,rap,
732,How You Like That,['BLACKPINK'],4SFknyjLcyTLJFPKD2m96o,['pop'],0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,BLACKPINK,,,pop,,
733,Perdío,"['Lérica', 'Maikel Delacalle']",6cmjIBF2murKG8moPpirs7,['pop'],0.699,0.837,1,-2.921,1,0.0845,0.25,0.0,0.158,0.952,161.874,Lérica,Maikel Delacalle,,pop,,
734,The Bright Side,"['Stay Homas', 'Oques Grasses']",4FT39hcPLSrP02YDBqOGLe,['musica catalana'],0.777,0.885,11,-6.114,1,0.0988,0.362,0.00183,0.054,0.922,98.956,Stay Homas,Oques Grasses,,musica catalana,,
735,Chocolatito,['Pol Granch'],1fgq1t5rkiJhR0LTDzzehu,"['pop', 'rap']",0.793,0.433,2,-6.81,1,0.0418,0.103,1.52e-05,0.14,0.551,119.969,Pol Granch,,,pop,rap,
736,No Te Imaginas,"['Rels B', 'Morad']",1uam9jorwMmFEeCM9CMsc9,"['r&b', 'hip hop', 'rap', 'urban']",0.871,0.593,11,-6.015,0,0.157,0.378,1.07e-05,0.0625,0.823,100.033,Rels B,Morad,,r&b,hip hop,rap
737,In Your Eyes (feat. Alida),['Robin Schulz'],61ZM92T2zaXIVsqncThQzC,"['pop', 'german dance', 'house', 'edm']",0.57,0.672,8,-5.888,0,0.0716,0.172,1.04e-06,0.0768,0.461,120.018,Robin Schulz,,,pop,german dance,house
738,Mi Niña,['Ozuna'],2UO9EmjBqFD6cxzlsv6z2v,"['reggaeton', 'pop', 'rap', 'latin']",0.679,0.706,10,-4.853,1,0.0836,0.18,0.0,0.0784,0.543,170.047,Ozuna,,,reggaeton,pop,rap
739,Aún me amas,['Beret'],6QpL9FS8ytyEIYrM2l7lSf,"['hip hop', 'pop']",0.478,0.591,5,-7.278,1,0.0377,0.272,0.0,0.107,0.466,78.121,Beret,,,hip hop,pop,
740,Dime A Ve,['Jhay Cortez'],3ucBGQ4YVATiGQKo8t7FAl,"['reggaeton', 'rap', 'latin']",0.773,0.753,10,-4.173,1,0.06,0.122,4.8e-05,0.102,0.56,179.983,Jhay Cortez,,,reggaeton,rap,latin
741,A Correr los Lakers (Remix),"['El Alfa', 'Nicky Jam', 'Ozuna', 'Arcangel', 'Secreto ""El Famoso Biberon""']",29KkQi7wKF6IdOjwU8infb,"['reggaeton', 'latin', 'rap', 'dembow']",0.753,0.691,1,-3.666,1,0.0661,0.106,9.06e-05,0.172,0.301,161.956,El Alfa,Nicky Jam,Ozuna,reggaeton,latin,rap
742,Infiel - Remix,"['Eix', 'Rauw Alejandro', 'Noriel', 'KEVVO', 'Brytiago', 'Jay Wheeler']",5Xe78U9cUwnWOuWbgYvAKZ,"['reggaeton', 'rap']",0.793,0.66,2,-3.7,1,0.28,0.346,0.0,0.134,0.394,87.922,Eix,Rauw Alejandro,Noriel,reggaeton,rap,
743,Volveré a Empezar,"['Stay Homas', 'Nil Moliner']",2KDNePHNaahkf8okcATp51,['musica catalana'],0.776,0.566,5,-7.5,1,0.0563,0.0518,0.0,0.0867,0.884,127.925,Stay Homas,Nil Moliner,,musica catalana,,
744,In The End,['Stay Homas'],4PrYq1x0pv5WSMCiy6rp9o,['musica catalana'],0.763,0.719,5,-5.862,1,0.0712,0.0865,0.0,0.0935,0.85,146.977,Stay Homas,,,musica catalana,,
745,YAYA,['6ix9ine'],6EfBMJQwe2xLgldra6DaYp,['rap'],0.672,0.733,11,-5.377,1,0.0566,0.00289,0.0,0.199,0.354,105.043,6ix9ine,,,rap,,
746,"Zaramay: Bzrp Music Sessions, Vol. 31","['Bizarrap', 'ZARAMAY']",2PKb7tFxkwMoS7Y6muOTAR,"['hip hop', 'pop', 'rap']",0.816,0.414,1,-9.654,1,0.132,0.392,8.85e-05,0.0956,0.832,88.015,Bizarrap,ZARAMAY,,hip hop,pop,rap
747,Se Te Nota,['Chema Rivas'],1O4G9k7amme7Dbjapl5c1D,['rap'],0.712,0.808,7,-5.781,1,0.0506,0.566,0.0,0.229,0.664,100.074,Chema Rivas,,,rap,,
748,Interesá´,['Robledo'],3uOQBEWpKuithhWox4swU5,['urban'],0.729,0.847,5,-3.973,0,0.0397,0.324,0.0,0.345,0.46,89.992,Robledo,,,urban,,
749,Me Provocas,"['Dynoro', 'Fumaratto']",7sEwsJK7Ol0J6PFV9nioxu,"['pop', 'house', 'edm']",0.679,0.879,5,-3.321,0,0.0556,0.0115,0.0151,0.343,0.325,126.079,Dynoro,Fumaratto,,pop,house,edm
750,Un Verano En Mallorca,['Rels B'],15tpxASJbTcAAfezvJfvuj,"['r&b', 'hip hop', 'rap', 'urban']",0.874,0.623,7,-6.287,1,0.229,0.139,4.91e-06,0.145,0.627,98.104,Rels B,,,r&b,hip hop,rap
751,Tattoo - Remix with Camilo,['Rauw Alejandro'],4ZRrLHqzhGRXYj2qcB4s5S,"['pop', 'rap']",0.848,0.637,9,-5.132,1,0.156,0.0413,0.0,0.0521,0.698,96.988,Rauw Alejandro,,,pop,rap,
752,"Ay, DiOs Mío!",['KAROL G'],7rg17aDDMb46t9DcOvRMtl,"['reggaeton', 'rap', 'latin']",0.715,0.706,11,-4.423,1,0.195,0.496,0.00134,0.106,0.522,179.997,KAROL G,,,reggaeton,rap,latin
753,Normal,['Morad'],0zlXXtgXHwwZh20gIY3n7M,"['urban', 'drill']",0.749,0.654,4,-3.346,0,0.0645,0.546,4.43e-06,0.0906,0.475,90.035,Morad,,,urban,drill,
754,Tócame (feat. Arcangel & De La Ghetto),['Anitta'],4cno0k9jDEFpLAQyHNjqVx,"['pop', 'funk', 'pagode baiano']",0.785,0.74,1,-5.374,1,0.172,0.0205,8.28e-05,0.22,0.746,100.057,Anitta,,,pop,funk,pagode baiano
755,Come & Go (with Marshmello),['Juice WRLD'],2Y0wPrPQBrGhoLn14xRYCG,['rap'],0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,Juice WRLD,,,rap,,
756,Como Estrellas,['LA YOUNG'],7GcN9q4AAH4uzQKvyuvByT,['rap'],0.445,0.495,6,-6.058,1,0.11,0.764,0.0,0.261,0.752,170.044,LA YOUNG,,,rap,,
757,Cucu,"['Lennis Rodriguez', 'Juan Magán']",0hAfLLkw3l8ZZ8jYsPqbls,"['pop', 'urban']",0.909,0.582,4,-8.603,0,0.0595,0.476,1.26e-05,0.127,0.724,110.989,Lennis Rodriguez,Juan Magán,,pop,urban,
758,Party Girl (Remix),"['StaySolidRocky', 'Lil Uzi Vert']",0XkmeG97T4mtYlWRJcrxec,['rap'],0.752,0.375,6,-10.157,0,0.204,0.533,0.0,0.175,0.591,129.995,StaySolidRocky,Lil Uzi Vert,,rap,,
759,Relaciones,['Lunay'],2TL9UACmry1qTiurBc2PjV,"['reggaeton', 'pop', 'rap', 'latin']",0.683,0.787,8,-2.962,0,0.0841,0.425,0.0,0.136,0.792,173.941,Lunay,,,reggaeton,pop,rap
760,Anaranjado,"['Jowell & Randy', 'J Balvin']",0cRgJuB6TRtb5RZ2HkjSLh,"['reggaeton', 'hip hop', 'rap', 'latin']",0.763,0.58,8,-6.196,1,0.144,0.0466,1.6e-05,0.154,0.608,175.937,Jowell & Randy,J Balvin,,reggaeton,hip hop,rap
761,Te Mueves,"['Zion & Lennox', 'Natti Natasha']",23MEeQTkSmsDS6NjL8k6I8,"['reggaeton', 'hip hop', 'rap', 'latin']",0.755,0.804,1,-4.3,0,0.151,0.0541,4.78e-05,0.175,0.698,95.067,Zion & Lennox,Natti Natasha,,reggaeton,hip hop,rap
762,Sugar Mami,"['La Zowi', 'Albany', 'Pipo Beatz']",2lwrv8g1JbRlhhqYpPVnlE,"['rap', 'urban']",0.883,0.563,7,-7.052,1,0.284,0.318,2.92e-05,0.127,0.473,98.038,La Zowi,Albany,Pipo Beatz,rap,urban,
763,No Bailes Sola,"['Danna Paola', 'Sebastian Yatra']",1GNSWpe2SB30zYGbNTD96b,"['pop', 'latin']",0.598,0.734,10,-3.982,1,0.116,0.208,0.0,0.272,0.621,179.885,Danna Paola,Sebastian Yatra,,pop,latin,
764,Querida,"['Piso 21', 'Feid']",4VwbXijbE0bSA0HzTvsqzH,"['reggaeton', 'pop', 'rap', 'latin']",0.758,0.844,1,-4.427,1,0.0695,0.0325,0.0,0.333,0.373,99.955,Piso 21,Feid,,reggaeton,pop,rap
765,ITALIANO 2020 (with Omar Montes),"['NDG', 'Ayden Lau']",3lgflEXCoZVx3ZIO3GwVHp,"['hip hop', 'pop']",0.701,0.821,10,-3.944,0,0.0791,0.237,0.000245,0.119,0.699,195.976,NDG,Ayden Lau,,hip hop,pop,
766,Carolina - En directo 2000,['M-Clan'],4UtREbGYnd1nZLckEb5y8J,"['pop', 'rock', 'cantautor', 'spanish new wave']",0.649,0.9,7,-4.135,1,0.0306,0.146,0.0,0.694,0.86,123.978,M-Clan,,,pop,rock,cantautor
767,Sin Tabú,"['Nakary', 'Zion', 'Noriel', 'Justin Quiles', 'Dalex', 'KEVVO']",7xJeg4TFZBwoK63G98YRaA,[],0.721,0.784,2,-4.797,1,0.275,0.0813,9.39e-06,0.0855,0.585,179.954,Nakary,Zion,Noriel,,,
768,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",['Super Yei'],5DoLhdU27owX1NMrKLUbUl,"['reggaeton', 'rap', 'latin']",0.863,0.669,6,-5.952,0,0.282,0.111,0.0,0.0569,0.947,164.062,Super Yei,,,reggaeton,rap,latin
769,What Makes You Beautiful,['One Direction'],4cluDES4hQEUhmXj6TXkSo,"['boy band', 'pop', 'talent show']",0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,One Direction,,,boy band,pop,talent show
770,UN DIA (ONE DAY) (Feat. Tainy),"['J Balvin', 'Dua Lipa', 'Bad Bunny']",0EhpEsp4L0oRGM0vmeaN5e,"['reggaeton', 'rap', 'latin']",0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,J Balvin,Dua Lipa,Bad Bunny,reggaeton,rap,latin
771,Mamichula - con Nicki Nicole,"['Trueno', 'Bizarrap', 'Taiu', 'TATOOL']",0TUW9faHNaBmi89wsYGp9y,"['hip hop', 'rap']",0.696,0.678,4,-5.893,0,0.0735,0.582,2.22e-06,0.134,0.346,91.985,Trueno,Bizarrap,Taiu,hip hop,rap,
772,Trendy,"['Rvfv', 'Lola Indigo']",6KS9MjBx9PnEetb0XUqGv6,"['urban', 'rap']",0.732,0.748,1,-3.939,0,0.243,0.535,0.000299,0.18,0.418,100.835,Rvfv,Lola Indigo,,urban,rap,
773,Sangría - con WOS,"['Trueno', 'Taiu', 'TATOOL', 'Evlay']",1fJjC8C0BdgUHlKIP2ODQf,"['hip hop', 'rap']",0.666,0.787,2,-4.6,1,0.226,0.156,0.0,0.85,0.908,95.799,Trueno,Taiu,TATOOL,hip hop,rap,
774,Rain II,"['Trueno', 'Taiu', 'XOVOX', 'TATOOL']",16tcwFXBCSmSxLj5vnlsU9,"['hip hop', 'rap']",0.786,0.63,6,-5.992,0,0.105,0.353,1.44e-05,0.206,0.64,138.035,Trueno,Taiu,XOVOX,hip hop,rap,
775,Ñeri,"['Trueno', 'Taiu', 'TATOOL']",6Cgj3VVfcYJN9vZbMVcKRd,"['hip hop', 'rap']",0.573,0.794,9,-4.469,1,0.244,0.591,6.97e-06,0.377,0.764,187.727,Trueno,Taiu,TATOOL,hip hop,rap,
776,cardigan,['Taylor Swift'],4R2kfaDFhslZEMJqAFNpdd,['pop'],0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,Taylor Swift,,,pop,,
777,G.P.S. - con Aleman,"['Trueno', 'Taiu', 'TATOOL']",03e3pnRddWmYOVQlzs3Qnb,"['hip hop', 'rap']",0.665,0.809,1,-4.782,1,0.144,0.224,0.0,0.14,0.6,96.907,Trueno,Taiu,TATOOL,hip hop,rap,
778,Cucumelo,"['Trueno', 'Taiu', 'TATOOL']",5TomkIGGAC7JHVbqvPPUR5,"['hip hop', 'rap']",0.866,0.714,1,-6.469,0,0.0651,0.093,0.0,0.0918,0.195,125.016,Trueno,Taiu,TATOOL,hip hop,rap,
779,Background,"['Trueno', 'Taiu', 'TATOOL']",2Kv37yc67cNNAujkActU6t,"['hip hop', 'rap']",0.703,0.857,8,-4.207,0,0.166,0.417,0.0,0.107,0.74,93.947,Trueno,Taiu,TATOOL,hip hop,rap,
780,exile (feat. Bon Iver),['Taylor Swift'],4pvb0WLRcMtbPGmtejJJ6y,['pop'],0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,Taylor Swift,,,pop,,
781,the 1,['Taylor Swift'],0Jlcvv8IykzHaSmj49uNW8,['pop'],0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,Taylor Swift,,,pop,,
782,Gistro Amarillo,"['Ozuna', 'Wisin']",4Vpwf76uBHswSRhhpg0llh,"['reggaeton', 'pop', 'rap', 'latin']",0.798,0.846,7,-3.761,0,0.178,0.214,0.0,0.0906,0.76,92.064,Ozuna,Wisin,,reggaeton,pop,rap
783,Listo Va,"['Ana Guerra', 'Lérica']",6eQlzwUy3ZKzR9B4UkmPjc,"['pop', 'latin']",0.724,0.727,8,-6.197,1,0.0494,0.0133,0.00581,0.333,0.85,93.998,Ana Guerra,Lérica,,pop,latin,
784,the last great american dynasty,['Taylor Swift'],2Eeur20xVqfUoM3Q7EFPFt,['pop'],0.686,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,Taylor Swift,,,pop,,
785,Si Tú Existieras,['Cepeda'],2SX0lGNEpoQ64AHyPdUWbg,"['pop', 'latin']",0.291,0.549,9,-6.636,1,0.0338,0.262,0.0,0.102,0.182,71.258,Cepeda,,,pop,latin,
786,my tears ricochet,['Taylor Swift'],1MgV7FIyNxIG7WzMRJV5HC,['pop'],0.456,0.263,0,-10.63,1,0.0332,0.806,0.0,0.0749,0.111,129.86,Taylor Swift,,,pop,,
787,mirrorball,['Taylor Swift'],0ZNU020wNYvgW84iljPkPP,['pop'],0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,Taylor Swift,,,pop,,
788,august,['Taylor Swift'],3hUxzQpSfdDqwM3ZTFQY0K,['pop'],0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,Taylor Swift,,,pop,,
789,A Güiro,['Rafa Pabön'],4hgIsfE3u7duCJFYXm6kZe,"['reggaeton', 'rap']",0.958,0.581,4,-5.424,0,0.134,0.185,0.0707,0.0282,0.902,120.026,Rafa Pabön,,,reggaeton,rap,
790,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,['Conkarah'],0dZpw3h6KZhcHec61qwevZ,['jawaiian'],0.824,0.854,8,-5.312,1,0.177,0.016,4.95e-05,0.117,0.896,95.114,Conkarah,,,jawaiian,,
791,Mami,"['Ptazeta', 'Juacko']",55C0glNSvxJDCfgHwiCZb1,['urban'],0.616,0.649,7,-6.555,0,0.464,0.598,1.9e-06,0.0788,0.656,189.862,Ptazeta,Juacko,,urban,,
792,Más De Lo Que Aposté,"['Aitana', 'Morat']",00QBHaaP4KUcjlmxWriMbC,"['pop', 'latin']",0.621,0.918,1,-3.01,0,0.0552,0.0754,0.0,0.13,0.834,151.988,Aitana,Morat,,pop,latin,
793,Hawái,['Maluma'],4uoR6qeWeuL4Qeu2qJzkuG,"['reggaeton', 'latin']",0.787,0.728,6,-3.455,0,0.389,0.189,2.29e-05,0.0629,0.545,180.066,Maluma,,,reggaeton,latin,
794,Aprendiendo El Sexo,['Bad Gyal'],4ZjtBYFciJkcj3K741Ij1d,"['rap', 'urban']",0.794,0.807,4,-4.236,0,0.0825,0.113,0.0,0.418,0.354,98.041,Bad Gyal,,,rap,urban,
795,Dime Bbsita Remix,"['Robledo', 'Ovy On The Drums', 'Lalo Ebratt', 'Omar Montes', 'Alex Martini']",7pW8587r5IVPB4SgxNaPgI,['urban'],0.8,0.73,0,-2.051,1,0.0917,0.122,0.0,0.548,0.774,94.932,Robledo,Ovy On The Drums,Lalo Ebratt,urban,,
796,my future,['Billie Eilish'],2ygvZOXrIeVL4xZmAWJT2C,"['pop', 'electro']",0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,Billie Eilish,,,pop,electro,
797,Cambio de Temperatura,"['Don Patricio', 'Aissa', 'Lucas Otero']",36RSTxIzBjAj8l47ZLIhMw,"['rap', 'urban']",0.82,0.604,8,-4.64,1,0.137,0.446,0.000125,0.0984,0.886,162.776,Don Patricio,Aissa,Lucas Otero,rap,urban,
798,DE AQUI PA YA,"['The Plug', 'Lacrim', 'Morad', 'SRNO']",1CZMFyxYnAnIHD3nwLP95E,['hip hop'],0.692,0.699,1,-7.903,0,0.394,0.308,0.0,0.142,0.755,175.755,The Plug,Lacrim,Morad,hip hop,,
799,Dembow 2020,"['Yandel', 'Rauw Alejandro']",0j1VxrPkMyFGvz0jZzxUoZ,"['reggaeton', 'hip hop', 'rap', 'latin']",0.786,0.811,8,-4.31,1,0.0836,0.122,3.99e-06,0.161,0.731,92.953,Yandel,Rauw Alejandro,,reggaeton,hip hop,rap
800,La Tóxica,['Farruko'],15OjBeqNX3bShsGYQbteRv,"['reggaeton', 'hip hop', 'rap', 'latin']",0.659,0.701,9,-4.107,1,0.164,0.0882,0.0,0.0866,0.623,91.97,Farruko,,,reggaeton,hip hop,rap
801,Por Mi Reggae Muero 2020,"['Yandel', 'Anuel AA']",09yuQ2v1mHGWZVrpQB1Oj4,"['reggaeton', 'hip hop', 'rap', 'latin']",0.603,0.815,0,-3.572,1,0.0904,0.0361,0.0,0.133,0.79,105.254,Yandel,Anuel AA,,reggaeton,hip hop,rap
802,Envidiosos,"['Maka', 'Bandaga']",56HoyK9U06YClpkvOqfWpM,"['urban', 'flamenco']",0.719,0.699,4,-5.242,0,0.0922,0.13,5.25e-05,0.118,0.507,149.914,Maka,Bandaga,,urban,flamenco,
803,Diablo en Mujer,"['Yandel', 'Myke Towers', 'Natti Natasha', 'Darell']",5VImGHyEZhJz7hf0YTTi4t,"['reggaeton', 'hip hop', 'rap', 'latin']",0.829,0.877,8,-2.253,0,0.0885,0.0185,8.98e-05,0.0645,0.543,97.042,Yandel,Myke Towers,Natti Natasha,reggaeton,hip hop,rap
804,No Te Vayas,"['Yandel', 'J Balvin']",3nowY0ZuWMuAmmAu1plEBP,"['reggaeton', 'hip hop', 'rap', 'latin']",0.717,0.799,2,-3.737,1,0.0525,0.211,3.42e-06,0.259,0.619,169.961,Yandel,J Balvin,,reggaeton,hip hop,rap
805,Kings & Queens,['Ava Max'],7a53HqqArd4b9NF4XAmlbI,['pop'],0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,Ava Max,,,pop,,
806,Flexin',"['Lit Killah', 'Bizarrap']",0hwEhPxCBLKiqeBMZavGAv,"['hip hop', 'rap']",0.84,0.488,10,-6.156,1,0.0684,0.191,0.0,0.103,0.85,97.984,Lit Killah,Bizarrap,,hip hop,rap,
807,"Cazzu: Bzrp Music Sessions, Vol. 32","['Bizarrap', 'Cazzu']",1MZqHpFyB4j5tFCFNvURou,"['hip hop', 'pop', 'rap']",0.89,0.466,7,-9.092,0,0.0773,0.389,0.0899,0.0819,0.593,131.04,Bizarrap,Cazzu,,hip hop,pop,rap
808,Alcatraz,"['Natos y Waor', 'Pablo Gareta']",0iLM2UXFnpMNh1I4mdiRmN,"['hip hop', 'rap', 'urban']",0.561,0.822,6,-7.675,1,0.568,0.339,0.0,0.12,0.107,176.093,Natos y Waor,Pablo Gareta,,hip hop,rap,urban
809,Pa' La Cultura,"['David Guetta', 'HUMAN(X)', 'Sofía Reyes', 'Abraham Mateo', 'De La Ghetto', 'Manuel Turizo', 'Zion & Lennox', 'Lalo Ebratt', 'Thalia', 'Maejor']",3MR5Lnhd6uCIgLXSK7nmyX,"['big room', 'pop', 'edm']",0.755,0.854,9,-4.288,0,0.0517,0.0249,1.58e-05,0.389,0.588,105.038,David Guetta,HUMAN(X),Sofía Reyes,big room,pop,edm
810,Cosas interesantes para decir - En directo en el estudio,['Amaia'],5Ob5ta0SyiQJ1SyHrlTUe3,"['eurovision', 'pop', 'latin']",0.443,0.517,0,-11.151,1,0.0613,0.0519,4.87e-06,0.152,0.769,166.926,Amaia,,,eurovision,pop,latin
811,Mi Estilo de Vida II,"['Ñejo', 'Miky Woodz', 'Myke Towers', 'Ñengo Flow', 'Rauw Alejandro', 'Kenai', 'Arcangel']",4jpzkaXeIglP7BfyhmtNW9,"['rap', 'reggaeton', 'perreo', 'hip hop', 'latin']",0.688,0.821,7,-4.638,0,0.129,0.226,0.0,0.376,0.694,152.065,Ñejo,Miky Woodz,Myke Towers,rap,reggaeton,perreo
