Track,acousticness,danceability,energy,liveness,speechiness,valence
Así Soy Yo,0.4450000000000002,0.7319999999999995,0.8069999999999996,0.09750000000000006,0.11599999999999999,0.7240000000000001
Ataca - Remix,0.419,0.854,0.858,0.0704,0.0783,0.967
Atrévete,0.2128000000000017,0.7633333333333359,0.7013333333333321,0.1009333333333332,0.18266666666666648,0.6610000000000038
Aunque Me Duelas,0.0452,0.588,0.773,0.48900000000000005,0.269,0.571
Aventura,0.22299999999999964,0.7289999999999993,0.7259999999999992,0.10100000000000041,0.04220000000000002,0.8760000000000019
Aves Enjauladas,0.748,0.583,0.358,0.0917,0.0342,0.561
Avioncito de Papel,0.888,0.5060000000000001,0.2839999999999999,0.10099999999999999,0.03500000000000002,0.16199999999999998
"Ay, DiOs Mío!",0.49599999999999933,0.7150000000000025,0.7060000000000022,0.10600000000000015,0.19500000000000026,0.5220000000000009
Ayer Me Llamó Mi Ex (feat. Lenny Santos),0.25400000000000034,0.751999999999999,0.7159999999999984,0.24299999999999944,0.032500000000000064,0.5529999999999987
Ayer Me Llamó Mi Ex – Remix,0.2309999999999999,0.7839999999999995,0.6910000000000001,0.11899999999999984,0.043699999999999996,0.5480000000000008
Ayy Macarena,0.133,0.8159999999999997,0.6290000000000003,0.06919999999999996,0.22600000000000012,0.7139999999999995
Azul,0.10099999999999992,0.8420000000000046,0.8280000000000024,0.057900000000000056,0.06959999999999993,0.6529999999999999
Aún me amas,0.2719999999999992,0.47800000000000054,0.5909999999999989,0.10699999999999973,0.037700000000000046,0.46600000000000025
B11 (feat. Myke Towers),0.06719999999999988,0.7590000000000002,0.7169999999999991,0.1310000000000002,0.11500000000000019,0.19500000000000023
BAD CON NICKY,0.32099999999999984,0.5900000000000021,0.7289999999999993,0.6590000000000015,0.08929999999999982,0.7120000000000022
BEAST MODE,0.528,0.879,0.505,0.144,0.398,0.726
BEBÉ,0.4869999999999999,0.8619999999999992,0.7199999999999998,0.060399999999999995,0.037900000000000024,0.9650000000000003
BELIEVE IT,0.0902,0.43000000000000005,0.7000000000000001,0.216,0.264,0.731
BENDICIONES,0.037800000000000035,0.8280000000000005,0.5809999999999996,0.10300000000000001,0.0724999999999999,0.8430000000000009
BICHOTA,0.21199999999999986,0.8629999999999997,0.6659999999999993,0.10299999999999995,0.15199999999999989,0.8380000000000005
BOOKER T,0.11399999999999996,0.8829999999999995,0.6000000000000002,0.09310000000000006,0.3699999999999997,0.6909999999999998
BORRAXXA,0.10400000000000001,0.8539999999999999,0.617,0.08620000000000001,0.08220000000000001,0.7940000000000002
BUTTERFLY EFFECT,0.0531,0.763,0.628,0.11400000000000002,0.05,0.193
BYE ME FUI,0.4119999999999999,0.7120000000000007,0.5989999999999996,0.10299999999999998,0.11200000000000009,0.5880000000000003
Baby,0.655,0.844,0.855,0.0685,0.062,0.956
Baby (with J Balvin),0.125,0.755,0.8819999999999998,0.103,0.05320000000000002,0.606
"Baby, It's Cold Outside (feat. Meghan Trainor)",0.738,0.583,0.572,0.266,0.0366,0.684
Babylon,0.0129,0.698,0.799,0.215,0.0342,0.351
Background,0.4169999999999999,0.7030000000000001,0.8570000000000001,0.107,0.166,0.7400000000000001
Bad Girls,0.022,0.816,0.611,0.0719,0.0399,0.937
Baila Baila Baila,0.0588,0.837,0.626,0.252,0.152,0.592
Baila Baila Baila - Remix,0.0598,0.785,0.572,0.218,0.123,0.4900000000000001
Baila Conmigo (feat. Kelly Ruiz),0.009030000000000038,0.7450000000000022,0.9720000000000015,0.2969999999999988,0.07740000000000036,0.5559999999999984
Bailando,0.13199999999999978,0.7180000000000022,0.7420000000000005,0.29799999999999943,0.0467000000000001,0.9440000000000017
Bailemos,0.06160000000000022,0.6490000000000008,0.5550000000000037,0.08739999999999981,0.029200000000000118,0.6069999999999994
Bajo La Mesa,0.23799999999999957,0.7159999999999982,0.6239999999999982,0.12800000000000009,0.07390000000000006,0.7829999999999989
Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,0.016,0.824,0.854,0.117,0.17700000000000002,0.896
Bandido,0.1219999999999999,0.713,0.6169999999999991,0.0961999999999998,0.0887000000000001,0.6820000000000008
Bandidos,0.139,0.563,0.745,0.106,0.302,0.366
Bando Boyz Free,0.31599999999999995,0.7989999999999998,0.7680000000000001,0.0967,0.06780000000000001,0.8870000000000002
Barrer a Casa,0.8329999999999999,0.454,0.4040000000000001,0.0843,0.141,0.448
Be Kind (with Halsey),0.00776,0.63,0.633,0.0541,0.0457,0.452
Beautiful People (feat. Khalid),0.12399999999999992,0.6400000000000003,0.6480000000000008,0.08019999999999991,0.18699999999999983,0.548000000000001
Before You Go,0.6040000000000036,0.45900000000000235,0.5749999999999984,0.08849999999999983,0.057299999999999914,0.18299999999999986
Belfast,0.11799999999999994,0.782,0.5860000000000001,0.07759999999999997,0.20900000000000005,0.5010000000000001
Believer,0.0622,0.776,0.78,0.081,0.128,0.666
Bellaquita - Remix,0.14099999999999988,0.7950000000000014,0.7150000000000021,0.17899999999999971,0.08380000000000008,0.7579999999999993
Bentley,0.12599999999999995,0.782,0.7379999999999998,0.0692,0.12199999999999993,0.7550000000000003
Berlanga,0.452,0.783,0.552,0.102,0.399,0.505
Besos,0.006749999999999999,0.6124999999999999,0.8210000000000001,0.12749999999999997,0.038,0.7360000000000001
Besos En Guerra,0.12599999999999992,0.691000000000001,0.9729999999999993,0.10100000000000012,0.048000000000000036,0.7830000000000009
Bet You Wanna (feat. Cardi B),0.00465,0.653,0.662,0.0626,0.162,0.674
Better,0.353,0.637,0.418,0.131,0.301,0.0807
Bichiyal,0.31,0.7369999999999998,0.7659999999999989,0.11399999999999993,0.04579999999999998,0.6619999999999997
Bien Duro,0.163,0.845,0.67,0.1,0.207,0.69
"Big Soto: Bzrp Music Sessions, Vol. 28",0.857,0.86,0.557,0.104,0.275,0.771
Billetes Azules (with J Balvin),0.13200000000000006,0.856,0.721,0.18199999999999997,0.10800000000000005,0.6419999999999999
Black Swan,0.137,0.719,0.758,0.129,0.0851,0.49
Blanca Navidad,0.423,0.5790000000000001,0.5815,0.08285000000000001,0.0678,0.4955
Blanco,0.025299999999999937,0.8700000000000028,0.7059999999999992,0.08719999999999961,0.12600000000000044,0.5930000000000015
Blinding Lights,0.0014600000000000069,0.5140000000000021,0.7299999999999964,0.08970000000000038,0.059799999999999506,0.33400000000000224
Blinding Lights (with ROSALÍA) - Remix,0.013300000000000003,0.4900000000000001,0.6939999999999996,0.0946,0.0618,0.249
Blue & Grey,0.42,0.547,0.605,0.125,0.0415,0.364
Blue Christmas,0.9,0.465,0.27,0.145,0.0425,0.58
Blueberry Faygo,0.20700000000000016,0.7740000000000007,0.5539999999999994,0.1319999999999999,0.0383,0.34900000000000014
Bobo,0.03200000000000002,0.7460000000000003,0.8650000000000013,0.10500000000000034,0.05070000000000021,0.5120000000000003
Bonita,0.24800000000000008,0.7535000000000016,0.7630000000000019,0.18400000000000025,0.16129999999999983,0.8004999999999997
Bonito,0.211,0.743,0.965,0.449,0.0536,0.741
Boomshakalaka,0.013199999999999995,0.7270000000000002,0.8240000000000003,0.06309999999999999,0.05079999999999998,0.8049999999999998
Booty,0.0167,0.825,0.771,0.0901,0.0805,0.717
Borracho De Amor,0.05109999999999994,0.5270000000000007,0.7710000000000007,0.09479999999999986,0.06339999999999986,0.8569999999999994
Boss Bitch,0.12699999999999986,0.7070000000000004,0.9549999999999988,0.20199999999999999,0.22200000000000003,0.5749999999999995
Boyfriend,0.218,0.811,0.512,0.0768,0.17,0.346
Boys Will Be Boys,0.408,0.768,0.486,0.098,0.0353,0.519
Break My Heart,0.022000000000000016,0.771999999999998,0.6370000000000003,0.08980000000000025,0.04940000000000021,0.40900000000000214
Breaking Me,0.22299999999999948,0.7889999999999987,0.7199999999999992,0.1290000000000003,0.21800000000000092,0.6640000000000008
Brindo,0.133,0.446,0.67,0.19,0.0346,0.796
Bukowski,0.115,0.5709999999999998,0.7599999999999999,0.9660000000000001,0.38399999999999995,0.5629999999999998
Bésame,0.03525000000000012,0.7040000000000005,0.8455000000000064,0.11749999999999977,0.04044999999999991,0.7715000000000026
"C.R.O: Bzrp Music Sessions, Vol. 29",0.6390000000000001,0.778,0.734,0.11700000000000002,0.0622,0.622
C90 (Remix),0.3360000000000002,0.8670000000000001,0.7609999999999995,0.06539999999999994,0.09370000000000007,0.6090000000000007
CANCIÓN CON YANDEL,0.4469999999999996,0.75,0.7409999999999998,0.12100000000000023,0.40200000000000036,0.49499999999999983
CANGURO,0.17300000000000001,0.6020000000000001,0.751,0.6669999999999999,0.327,0.9339999999999998
CANTARES DE NAVIDAD,0.777,0.7640000000000001,0.523,0.3519999999999999,0.0406,0.9619999999999999
CARTIER DE MADERA,0.253,0.85,0.527,0.166,0.306,0.396
CUANDO TE FUISTE,0.006570000000000003,0.5939999999999999,0.833,0.0705,0.07689999999999998,0.5359999999999998
Cadenas,0.153,0.81,0.657,0.0931,0.244,0.308
Call Me Maybe,0.502,0.603,0.532,0.285,0.0753,0.602
Callaita,0.5999999999999972,0.6100000000000017,0.6239999999999977,0.24300000000000066,0.3089999999999987,0.2439999999999998
Calma,0.15699999999999997,0.7525,0.6545000000000001,0.10415,0.15799999999999997,0.726
Calma - Remix,0.322999999999999,0.8259999999999956,0.772999999999998,0.1430000000000005,0.05240000000000031,0.7609999999999976
Calvaland,0.21700000000000005,0.8889999999999999,0.769,0.10600000000000002,0.13200000000000006,0.8680000000000002
Caminando por la vida,0.014799999999999971,0.6949999999999983,0.9579999999999986,0.15399999999999994,0.08269999999999977,0.7109999999999989
Campanas de Belén,0.454,0.75,0.474,0.0825,0.0288,0.905
Campanilleros,0.75,0.623,0.405,0.0863,0.03,0.545
Canción para la Navidad,0.7,0.576,0.373,0.0917,0.0375,0.713
Caramelo,0.053100000000000064,0.7279999999999993,0.806000000000001,0.15299999999999941,0.06230000000000004,0.6979999999999978
Caramelo - Remix,0.06200000000000006,0.7540000000000001,0.796000000000001,0.20400000000000035,0.13899999999999982,0.6199999999999989
Carita de Inocente (feat. Myke Towers) - Remix,0.36399999999999977,0.5649999999999985,0.7810000000000032,0.09840000000000024,0.06099999999999995,0.9430000000000034
Casino,0.512,0.51,0.506,0.301,0.305,0.653
"Cazzu: Bzrp Music Sessions, Vol. 32",0.3890000000000001,0.8900000000000002,0.46600000000000014,0.0819,0.0773,0.593
Celébrate,0.0951,0.628,0.755,0.0825,0.0545,0.782
Chica Ideal,0.08469999999999984,0.5740000000000001,0.8909999999999989,0.1600000000000001,0.157,0.7070000000000005
China,0.08459999999999915,0.7860000000000013,0.8079999999999974,0.08220000000000023,0.08820000000000032,0.6090000000000025
Chocolatito,0.103,0.793,0.433,0.14,0.0418,0.551
Christmas (Baby Please Come Home),0.011470999999999999,0.528,0.7875000000000001,0.09405,0.03085,0.6880000000000001
Christmas Lights,0.131,0.312,0.418,0.0836,0.0296,0.237
Cicatrices,0.6949999999999964,0.718000000000001,0.8139999999999957,0.125,0.3449999999999992,0.27000000000000113
Cicatrices (feat. Indara),0.02249999999999999,0.8189999999999997,0.7019999999999992,0.08930000000000006,0.05539999999999998,0.9369999999999998
Circles,0.19200000000000012,0.6950000000000002,0.7620000000000003,0.08629999999999986,0.03949999999999998,0.5529999999999997
Colocao,0.28000000000000064,0.8110000000000036,0.7120000000000023,0.10600000000000005,0.05400000000000012,0.5759999999999982
Come & Go (with Marshmello),0.0172,0.625,0.814,0.158,0.0657,0.535
Como Camarón,0.2160000000000005,0.4989999999999995,0.7210000000000009,0.2950000000000011,0.05639999999999999,0.8430000000000013
Como Estrellas,0.7639999999999988,0.44499999999999906,0.4950000000000003,0.26100000000000045,0.10999999999999974,0.7519999999999983
Como Llora,0.18299999999999986,0.8269999999999985,0.6290000000000008,0.08399999999999977,0.18499999999999958,0.4859999999999992
Como Panas,0.4040000000000008,0.6379999999999996,0.6099999999999995,0.14600000000000032,0.21299999999999997,0.379
Como Si Fueras a Morir Mañana,0.0014399999999999973,0.45999999999999897,0.8160000000000006,0.1099999999999996,0.04269999999999997,0.3730000000000018
Como el Agua - Remix,0.436,0.6759999999999996,0.7199999999999999,0.0684,0.06380000000000002,0.6340000000000002
Como habla una mujer (feat. C. Tangana),0.38900000000000007,0.6669999999999999,0.766,0.20800000000000005,0.15599999999999997,0.49600000000000016
Como vas?,0.09180000000000008,0.8860000000000005,0.5700000000000002,0.2140000000000001,0.17500000000000027,0.8050000000000003
Con Altura,0.3900000000000005,0.882000000000003,0.6889999999999961,0.05009999999999998,0.12399999999999965,0.7460000000000002
Con Calma,0.10999999999999967,0.736999999999997,0.8600000000000045,0.05739999999999986,0.05940000000000009,0.6560000000000031
Con La Miel En Los Labios,0.8689999999999999,0.6620000000000001,0.33100000000000007,0.11400000000000023,0.04070000000000008,0.43200000000000033
Con Los Pies En El Suelo,0.015199999999999998,0.578,0.888,0.105,0.04689999999999998,0.673
Confía,0.17,0.7220000000000002,0.7570000000000001,0.0656999999999999,0.07819999999999988,0.7630000000000003
Contando Lunares (feat. Anitta & Rauw Alejandro) - Remix,0.5010000000000001,0.8699999999999997,0.47199999999999975,0.278,0.04559999999999999,0.6980000000000002
Contando Lunares (feat. Cruz Cafuné),0.44199999999999723,0.8559999999999962,0.5229999999999982,0.05369999999999962,0.1310000000000002,0.7090000000000026
Contra La Pared,0.015600000000000001,0.828,0.588,0.12400000000000004,0.11799999999999995,0.598
Convénceme,0.5,0.5900000000000005,0.5519999999999997,0.12000000000000009,0.3880000000000006,0.24099999999999977
Cool,0.133,0.469,0.785,0.0931,0.0664,0.79
Copenhague,0.34499999999999986,0.5675000000000001,0.7645,0.12050000000000001,0.0242,0.6114999999999997
Corazón descalzo,0.4269999999999999,0.6100000000000001,0.48299999999999993,0.08780000000000002,0.179,0.41099999999999987
Coronao Now,0.146,0.9410000000000008,0.7289999999999994,0.17999999999999985,0.24600000000000033,0.718000000000001
Coronao Now (Remix),0.2550000000000001,0.8830000000000008,0.8530000000000009,0.4119999999999997,0.16799999999999976,0.6950000000000002
Cosa de Dos,0.314,0.471,0.755,0.473,0.461,0.608
Cosas interesantes para decir - En directo en el estudio,0.0519,0.443,0.517,0.152,0.0613,0.769
Cositas,0.21000000000000002,0.825,0.631,0.342,0.0743,0.86
Cosmos (Antisistema Solar),0.257,0.564,0.677,0.143,0.0378,0.294
Cozy Little Christmas,0.128,0.774,0.608,0.0895,0.128,0.56
Crazy Over You,0.0371,0.804,0.633,0.102,0.0612,0.67
Cristina,0.2899999999999996,0.4110000000000002,0.5079999999999993,0.12300000000000015,0.05560000000000006,0.6679999999999995
Cristina (feat. Shelow Shaq),0.1829999999999999,0.8610000000000004,0.5990000000000001,0.09209999999999996,0.24600000000000025,0.869
Cuaderno,0.5229999999999998,0.6810000000000007,0.6479999999999998,0.10400000000000006,0.38000000000000034,0.6879999999999996
Cuando Nadie Ve,0.11800000000000019,0.8040000000000009,0.7879999999999981,0.21499999999999989,0.059800000000000055,0.8370000000000019
Cuando Quieras,0.24500000000000008,0.6269999999999999,0.511,0.0875,0.49000000000000016,0.596
Cuando estés aquí,0.8400000000000001,0.46000000000000013,0.4879999999999997,0.19700000000000004,0.04910000000000001,0.24900000000000003
Cuando zarpa el amor (feat. Juan Magán),0.145,0.802,0.707,0.092,0.0499,0.597
Cucu,0.4759999999999992,0.9090000000000023,0.5819999999999997,0.12700000000000025,0.0594999999999999,0.724
Cucumelo,0.09299999999999999,0.8659999999999999,0.7139999999999999,0.0918,0.0651,0.19500000000000003
Cuerpo en Venta,0.16099999999999978,0.6960000000000001,0.6009999999999993,0.09740000000000007,0.3019999999999997,0.40800000000000025
Culpable,0.294,0.699,0.781,0.108,0.249,0.706
CÓMO SE SIENTE - Remix,0.09459999999999982,0.8069999999999969,0.6059999999999975,0.11899999999999979,0.08799999999999993,0.3040000000000008
"DANI: Bzrp Music Sessions, Vol. 24",0.287,0.913,0.689,0.10400000000000004,0.3490000000000001,0.8509999999999996
DEMONS (feat. Young M.A),0.401,0.79,0.446,0.261,0.0575,0.288
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",0.04509999999999993,0.7429999999999987,0.709000000000002,0.08089999999999989,0.08789999999999991,0.831000000000002
DOLLAR,0.232,0.862,0.5,0.657,0.276,0.697
DOSIS,0.14900000000000044,0.7470000000000065,0.7719999999999969,0.18500000000000075,0.04809999999999984,0.7820000000000038
Da Media Vuelta,0.041,0.529,0.679,0.123,0.0294,0.363
Dama y vagabundo,0.517,0.696,0.836,0.149,0.0439,0.942
Dance Monkey,0.692000000000002,0.8240000000000065,0.5879999999999959,0.1490000000000005,0.0924000000000004,0.5130000000000033
Date La Vuelta,0.04869999999999999,0.747,0.8249999999999997,0.107,0.05659999999999999,0.8659999999999998
De Su Carita Divina,0.573,0.695,0.501,0.0727,0.0422,0.565
De Ti Me Olvido,0.206,0.7039999999999998,0.63,0.23499999999999993,0.102,0.551
De Tranquilote,0.10500000000000036,0.6819999999999972,0.6690000000000018,0.07100000000000012,0.09509999999999966,0.889000000000004
De Vuelta Pa' La Vuelta,0.4340000000000001,0.6649999999999998,0.9399999999999996,0.09139999999999998,0.05530000000000001,0.7520000000000001
De carne y hueso,0.522,0.854,0.548,0.113,0.11,0.672
Definitivamente,0.5900000000000017,0.8119999999999985,0.7639999999999996,0.25300000000000006,0.1010000000000003,0.4309999999999991
Deja A Ese Idiota,0.165,0.67,0.547,0.0878,0.0436,0.873
Dejarse la piel (feat. Arnau Griso),0.0995,0.629,0.877,0.0883,0.0691,0.876
Del Mar,0.02240000000000003,0.7590000000000002,0.6360000000000002,0.1660000000000003,0.03690000000000007,0.5360000000000009
Demasiadas Mujeres,0.13100000000000017,0.6580000000000008,0.4530000000000002,0.0848000000000002,0.3900000000000004,0.3580000000000003
Dembow 2020,0.1219999999999999,0.7860000000000009,0.8110000000000012,0.1609999999999997,0.08359999999999985,0.7310000000000006
Demonios,0.0748,0.594,0.576,0.097,0.194,0.704
Depende,0.117,0.703,0.5339999999999999,0.137,0.030299999999999997,0.524
Desde cero (con Melendi),0.24900000000000017,0.4950000000000002,0.4609999999999994,0.12600000000000008,0.04959999999999997,0.25
Desde las Alturas,0.833,0.559,0.219,0.0981,0.0344,0.221
Desnudarte,0.3769999999999999,0.8629999999999997,0.527,0.0946,0.21600000000000005,0.5990000000000001
Despacio,0.5850000000000005,0.7819999999999994,0.6439999999999992,0.10799999999999998,0.08090000000000008,0.6950000000000002
Despacito,0.198,0.655,0.797,0.067,0.153,0.839
Despedida y cierre,0.167,0.44,0.649,0.0765,0.0462,0.197
Despeinada,0.18599999999999997,0.7339999999999995,0.775000000000001,0.12299999999999979,0.06139999999999991,0.7199999999999992
Despertar,0.375,0.412,0.643,0.113,0.0479,0.191
Diablo en Mujer,0.01849999999999997,0.8289999999999982,0.8769999999999989,0.06449999999999984,0.08849999999999984,0.5429999999999994
Diavla,0.21700000000000014,0.8549999999999989,0.609000000000001,0.19500000000000017,0.0743999999999999,0.7389999999999994
Dicen,0.122,0.713,0.546,0.0811,0.0985,0.691
Dile a El,0.375,0.7840000000000001,0.5869999999999999,0.111,0.0767,0.26100000000000007
Dime A Ve,0.12199999999999991,0.7729999999999998,0.753,0.102,0.06000000000000004,0.5600000000000004
Dime Bbsita,0.07659999999999967,0.813000000000001,0.5439999999999983,0.3710000000000008,0.05769999999999996,0.7069999999999974
Dime Bbsita Remix,0.1219999999999999,0.7999999999999983,0.7299999999999998,0.5480000000000013,0.0917,0.7740000000000008
Dime Cuantas Veces (Remix) [feat. Justin Quiles],0.2010000000000003,0.9110000000000011,0.6320000000000006,0.07910000000000021,0.11800000000000022,0.8319999999999977
Dinamita,0.142,0.482,0.489,0.304,0.0305,0.46
Diosa,0.3979999999999988,0.8009999999999943,0.7450000000000031,0.15299999999999914,0.06299999999999993,0.24500000000000005
Diosa - Remix,0.27899999999999997,0.7639999999999997,0.8219999999999994,0.1589999999999999,0.048899999999999964,0.22400000000000014
Dis-ease,0.0132,0.731,0.845,0.0782,0.132,0.484
Disparos,0.062200000000000005,0.587000000000002,0.8469999999999976,0.1110000000000003,0.038899999999999955,0.7540000000000018
Dispo,0.272,0.786,0.661,0.0852,0.213,0.434
