Track,acousticness,danceability,energy,liveness,speechiness,valence
Djadja,0.061699999999999984,0.811,0.7970000000000002,0.11200000000000004,0.165,0.5410000000000001
Djadja (feat. Maluma) - Remix,0.17500000000000018,0.7909999999999975,0.6820000000000005,0.09259999999999977,0.15800000000000053,0.6719999999999979
Do They Know It's Christmas? - 1984 Version,0.164,0.599,0.642,0.0992,0.0363,0.349
Dolce,0.56,0.517,0.723,0.368,0.41,0.637
Dolerme,0.7849999999999987,0.5450000000000009,0.47800000000000065,0.12300000000000016,0.055899999999999936,0.3180000000000001
Dolores - Remix,0.0342,0.791,0.445,0.0711,0.332,0.231
Don Don,0.2850000000000001,0.8379999999999984,0.8190000000000015,0.22400000000000017,0.21099999999999966,0.656
"Don Patricio: Bzrp Music Sessions, Vol. 25",0.44800000000000034,0.7259999999999993,0.5869999999999999,0.07580000000000006,0.29700000000000015,0.7860000000000006
Don't Start Now,0.04589999999999971,0.7679999999999981,0.7510000000000016,0.35099999999999915,0.050900000000000056,0.8090000000000016
Donde,0.25600000000000017,0.753,0.6469999999999997,0.10199999999999998,0.3800000000000003,0.5009999999999999
Dos días en la vida,0.133,0.749,0.712,0.426,0.041,0.477
Dream Girl - Remix,0.216,0.7670000000000009,0.6430000000000006,0.0806000000000002,0.10100000000000012,0.5360000000000008
Duerme conmigo,0.00285,0.631,0.793,0.149,0.0292,0.715
Dueña De Ti,0.453,0.622,0.425,0.101,0.348,0.218
Dueño de mi silencio,0.131,0.783,0.778,0.113,0.0985,0.445
Dulcecitos (feat. Zion & Lennox),0.45,0.869,0.781,0.095,0.178,0.618
Dumb,0.118,0.862,0.39,0.0996,0.109,0.289
"Duros, Blandos y Flojos",0.637,0.781,0.49399999999999994,0.09299999999999999,0.17799999999999996,0.6630000000000001
Dynamite,0.011200000000000026,0.7459999999999989,0.7650000000000005,0.09360000000000021,0.0992999999999999,0.7369999999999985
DÁKITI,0.40099999999999986,0.7310000000000011,0.5730000000000003,0.1130000000000002,0.05439999999999991,0.14499999999999977
Déjala Que Baile (with Alejandro Sanz & Arkano),0.3559999999999999,0.8309999999999996,0.7769999999999999,0.07960000000000006,0.174,0.5980000000000003
Déjame Ser,0.3119999999999997,0.625,0.8539999999999993,0.12300000000000015,0.12300000000000015,0.7369999999999995
Déjame vivir (feat. Lamari),0.438,0.751,0.567,0.137,0.029300000000000003,0.18600000000000003
Déjate Querer,0.02800000000000002,0.7549999999999999,0.7920000000000013,0.07540000000000009,0.04829999999999998,0.841999999999999
Déjà vu,0.0087,0.766,0.57,0.113,0.268,0.303
Dónde Estás,0.493,0.7060000000000012,0.622,0.10200000000000015,0.11300000000000011,0.6150000000000003
EBISU,0.562,0.627,0.705,0.141,0.382,0.538
EL MUNDO ES MÍO,0.16599999999999998,0.7159999999999997,0.5220000000000001,0.11300000000000002,0.058200000000000016,0.22400000000000012
EN CASITA,0.22100000000000006,0.779,0.764,0.0909,0.09379999999999998,0.675
ESTUPIDEZ,0.129,0.5689999999999998,0.7089999999999997,0.367,0.07689999999999998,0.606
Easy,0.10100000000000005,0.8530000000000003,0.7770000000000007,0.33200000000000046,0.06839999999999988,0.5469999999999994
El Burrito Sabanero,0.832,0.718,0.467,0.318,0.0284,0.962
El Ciego,0.124,0.594,0.647,0.128,0.204,0.397
El Efecto,0.40600000000000036,0.8489999999999985,0.7810000000000029,0.08009999999999987,0.1589999999999996,0.8930000000000006
El Efecto - Remix,0.17999999999999977,0.7709999999999975,0.7690000000000028,0.3449999999999992,0.06939999999999992,0.931000000000003
El Encuentro,0.4149999999999995,0.8459999999999988,0.5060000000000001,0.17099999999999996,0.0888,0.5829999999999993
El Farsante,0.19999999999999957,0.7349999999999995,0.7030000000000016,0.2590000000000003,0.06109999999999991,0.32300000000000034
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",0.113,0.747,0.6470000000000001,0.11200000000000006,0.07370000000000004,0.4779999999999998
El Fin del Mundo,0.0008390000000000034,0.5999999999999984,0.8660000000000018,0.09399999999999979,0.04769999999999992,0.6760000000000012
El Hipo,0.32000000000000023,0.8139999999999958,0.5949999999999991,0.09490000000000025,0.27400000000000074,0.7789999999999987
El Manual,0.3499999999999999,0.8429999999999986,0.844999999999999,0.05269999999999987,0.050300000000000004,0.897999999999998
El Mismo Aire - con Pablo Alborán,0.6029999999999979,0.4830000000000006,0.49200000000000094,0.3230000000000002,0.2950000000000012,0.6599999999999975
El Momento,0.0868,0.507,0.519,0.102,0.124,0.6799999999999999
El Paso del Tiempo,0.253,0.797,0.75,0.0492,0.117,0.872
El Problema,0.531,0.6769999999999998,0.6509999999999999,0.09559999999999996,0.055899999999999984,0.5429999999999998
El Techo de Mi Habitación,0.249,0.801,0.458,0.311,0.0468,0.674
El amor es una moda,0.431,0.755,0.805,0.106,0.0527,0.364
El bosque de palo,0.166,0.821,0.742,0.143,0.0357,0.67
El lado oscuro,0.528,0.8179999999999998,0.723,0.09050000000000001,0.029600000000000008,0.7480000000000001
El mejor de tus errores (feat. Alice Wonder),0.672,0.55,0.397,0.0978,0.0545,0.267
Elegí (feat. Dímelo Flow),0.23699999999999996,0.8240000000000012,0.6310000000000001,0.05310000000000003,0.08089999999999985,0.6779999999999982
"Elegí (feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles) - Remix",0.1600000000000001,0.7879999999999998,0.6290000000000004,0.059800000000000034,0.08829999999999993,0.7379999999999997
Ella No Quiere Rosé,0.16200000000000006,0.8610000000000011,0.5989999999999993,0.03219999999999999,0.14199999999999977,0.4690000000000008
Ella Quiere Beber - Remix,0.2650000000000001,0.75,0.6649999999999995,0.05150000000000002,0.12399999999999994,0.6969999999999997
Ellos,0.12399999999999987,0.7539999999999997,0.939,0.29299999999999965,0.03869999999999997,0.853000000000001
En Llamas,0.4729999999999999,0.6349999999999999,0.351,0.07130000000000002,0.27499999999999997,0.3529999999999999
En Mute,0.04110000000000001,0.7569999999999998,0.8919999999999998,0.6310000000000001,0.0454,0.8930000000000001
En Tu Cuerpo - Remix,0.24900000000000017,0.742,0.49699999999999994,0.09930000000000005,0.07460000000000011,0.5579999999999999
En Tus Planes,0.2840000000000002,0.813,0.7800000000000006,0.03509999999999997,0.16199999999999995,0.7899999999999995
En otra historia,0.5810000000000001,0.529,0.636,0.155,0.33,0.544
Enamórate De Alguien Más,0.46600000000000036,0.5919999999999994,0.6430000000000005,0.3150000000000002,0.0321,0.5790000000000004
Enchochado de Ti,0.40800000000000064,0.5559999999999995,0.5069999999999998,0.16499999999999962,0.3509999999999993,0.5309999999999993
Enchule,0.1530000000000001,0.7630000000000007,0.6659999999999985,0.30099999999999927,0.19400000000000012,0.5870000000000015
Enemigos,0.050200000000000106,0.7129999999999971,0.7900000000000013,0.17200000000000037,0.14600000000000052,0.7019999999999985
Enemigos Ocultos,0.22000000000000025,0.7100000000000006,0.8449999999999993,0.4160000000000003,0.2219999999999999,0.7180000000000013
Enigma,0.0306,0.669,0.804,0.694,0.036,0.184
Entre Sobras Y Sobras Me Faltas,0.47599999999999926,0.4160000000000003,0.3580000000000003,0.11099999999999999,0.046199999999999915,0.11599999999999984
Entre Tú y Yo,0.2880000000000001,0.8539999999999994,0.6690000000000004,0.22100000000000006,0.06170000000000003,0.484
Entre tú y yo,0.28800000000000014,0.8539999999999993,0.6689999999999998,0.22100000000000006,0.06170000000000005,0.4840000000000006
Envidiosos,0.13000000000000006,0.7190000000000007,0.6989999999999997,0.11800000000000013,0.09220000000000005,0.5070000000000002
Eso Que Tú Me Das,0.1439999999999993,0.7780000000000002,0.8040000000000015,0.06760000000000016,0.028599999999999962,0.8360000000000024
Esperando,0.674,0.713,0.444,0.11,0.0307,0.431
Estadia,0.685,0.827,0.7680000000000001,0.308,0.0794,0.7079999999999999
Esto No Acaba,0.0505,0.772,0.793,0.641,0.038,0.651
Estoy Hecho De Pedacitos De Ti,0.23499999999999993,0.537,0.4900000000000001,0.11300000000000002,0.0309,0.327
Estoy en Ello,0.711,0.355,0.482,0.0979,0.0345,0.217
Estrés Postraumático,0.45000000000000007,0.6820000000000002,0.548,0.08799999999999998,0.116,0.37599999999999995
Está Cabrón Ser Yo,0.07319999999999996,0.8100000000000008,0.8539999999999994,0.12300000000000007,0.25399999999999995,0.8789999999999994
Etapas raras,0.38799999999999996,0.7680000000000001,0.7810000000000001,0.29,0.3870000000000001,0.8829999999999998
Explícito,0.3479999999999999,0.8279999999999998,0.83,0.061300000000000014,0.04700000000000001,0.42199999999999993
Extasy,0.287,0.527,0.6669999999999999,0.113,0.262,0.463
FEEL THE BEAT,0.11399999999999998,0.8960000000000006,0.5280000000000004,0.7729999999999998,0.08490000000000003,0.312
FRANCHISE (feat. Young Thug & M.I.A.),0.00671,0.835,0.699,0.195,0.277,0.547
Fabuloso,0.0845999999999999,0.6370000000000003,0.7849999999999973,0.03920000000000008,0.1660000000000002,0.7399999999999993
Fake Capo,0.29700000000000026,0.8389999999999992,0.8699999999999991,0.1519999999999999,0.11500000000000016,0.9050000000000007
Fake Capo (Remix),0.18699999999999992,0.7560000000000001,0.8770000000000006,0.06729999999999994,0.09159999999999997,0.7520000000000003
Falling,0.12299999999999989,0.7849999999999976,0.43099999999999883,0.08869999999999985,0.0364000000000001,0.23600000000000024
Fantasias,0.1430000000000005,0.8789999999999975,0.7030000000000023,0.0569000000000002,0.07010000000000004,0.7880000000000021
Fantasía,0.22700000000000026,0.6949999999999993,0.7189999999999996,0.08840000000000002,0.0902999999999999,0.7810000000000007
Favorito,0.22899999999999934,0.6109999999999987,0.8509999999999992,0.23199999999999943,0.05979999999999961,0.8230000000000015
Feel Me,0.44,0.71,0.808,0.0734,0.0433,0.387
Feliz Navidad,0.32,0.5805,0.8064999999999998,0.24449999999999997,0.09214999999999997,0.9220000000000002
Fernando Alonso,0.121,0.8130000000000003,0.8969999999999999,0.12599999999999995,0.054100000000000016,0.8990000000000006
Ferrari,0.5749999999999996,0.8419999999999996,0.7319999999999997,0.17600000000000007,0.149,0.629
Fever,0.05969999999999998,0.8680000000000002,0.6929999999999997,0.10600000000000001,0.18100000000000002,0.39599999999999996
Flamenkito,0.08770000000000029,0.7299999999999983,0.7139999999999989,0.11700000000000063,0.1069999999999996,0.9240000000000046
Flexin',0.1910000000000003,0.8400000000000017,0.48799999999999966,0.10299999999999992,0.06839999999999988,0.8500000000000003
Flores Pa Tu Pelo,0.6760000000000003,0.6210000000000003,0.8320000000000006,0.09670000000000005,0.21700000000000014,0.6390000000000007
Fly To My Room,0.0484,0.764,0.526,0.0718,0.212,0.588
Follow,0.6670000000000013,0.7349999999999995,0.7870000000000011,0.07209999999999989,0.16000000000000011,0.45499999999999885
For Sale,0.0944,0.689,0.921,0.281,0.224,0.608
For The Night (feat. Lil Baby & DaBaby),0.11400000000000005,0.823,0.5859999999999992,0.19299999999999973,0.19999999999999968,0.34700000000000036
Forever (feat. Post Malone & Clever),0.5380000000000001,0.8250000000000001,0.48300000000000004,0.204,0.08,0.892
Forever Yours - Avicii Tribute,0.253,0.53,0.612,0.246,0.0518,0.433
Free Woman,0.0228,0.731,0.927,0.187,0.0781,0.478
Freestyle Session #13,0.298,0.7169999999999999,0.644,0.103,0.043,0.319
Friend De Semana,0.11300000000000002,0.776,0.858,0.242,0.0702,0.884
Frosty The Snowman,0.733,0.579,0.502,0.281,0.0513,0.836
Fuego,0.049,0.6689999999999993,0.8499999999999966,0.36899999999999983,0.07629999999999984,0.844999999999999
Fuego Del Calor (feat. Ozuna & Tyga),0.0218,0.789,0.832,0.08490000000000002,0.0615,0.597
Fuera De Mi Mente,0.16899999999999915,0.7410000000000054,0.9399999999999982,0.05419999999999983,0.10099999999999983,0.7019999999999984
Fun Tonight,0.364,0.645,0.923,0.14,0.0725,0.323
Fusión del Núcleo,0.342,0.6209999999999999,0.7860000000000001,0.09109999999999999,0.04170000000000001,0.304
Future Nostalgia,0.00618,0.875,0.813,0.321,0.0579,0.859
Fútbol & Rumba (feat. Enrique Iglesias),0.39699999999999896,0.7349999999999995,0.9159999999999977,0.09179999999999977,0.11700000000000044,0.6910000000000015
G.P.S. - con Aleman,0.22400000000000003,0.665,0.8089999999999999,0.14000000000000004,0.14399999999999996,0.5999999999999999
GHOSTÉAME,0.524,0.741,0.367,0.104,0.4,0.61
GIRL LIKE ME,0.020600000000000004,0.9650000000000001,0.485,0.06550000000000003,0.19099999999999995,0.31200000000000006
GOOBA,0.026399999999999986,0.6110000000000002,0.6880000000000001,0.2510000000000001,0.3410000000000001,0.39300000000000007
Gan-Ga,0.23,0.8640000000000001,0.5220000000000001,0.08950000000000001,0.40399999999999997,0.38100000000000006
Gan-Ga - Remix,0.38200000000000023,0.8609999999999994,0.5719999999999994,0.08530000000000007,0.4149999999999995,0.39600000000000046
Ganas de Ti,0.201,0.8100000000000003,0.8200000000000001,0.12999999999999995,0.06980000000000001,0.6720000000000002
Genius,0.291,0.632,0.602,0.151,0.0843,0.55
"Genius (feat. Sia, Diplo, and Labrinth)",0.0799,0.603,0.615,0.117,0.165,0.561
Gentleman,0.0043699999999999945,0.6060000000000001,0.9210000000000026,0.07179999999999982,0.03270000000000007,0.7699999999999997
Gimme What I Want,0.0428,0.659,0.765,0.0783,0.0591,0.41
Girl,0.032500000000000084,0.7330000000000003,0.7079999999999987,0.32400000000000023,0.0937000000000001,0.6940000000000014
Gistro Amarillo,0.214,0.798,0.846,0.0906,0.178,0.76
Gitana (feat. Sergio Contreras y Demarco Flamenco),0.18099999999999974,0.8220000000000008,0.880000000000001,0.25799999999999956,0.125,0.670000000000001
Godzilla (feat. Juice WRLD),0.14499999999999985,0.808,0.7450000000000003,0.29199999999999987,0.34200000000000014,0.8290000000000004
Golden,0.21,0.4480000000000002,0.8379999999999996,0.131,0.05569999999999998,0.254
Good In Bed,0.138,0.68,0.701,0.168,0.0917,0.649
Good News,0.853,0.794,0.32,0.112,0.173,0.241
Good as Hell,0.288,0.487,0.619,0.108,0.0544,0.474
Goteo,0.2985000000000016,0.6745000000000038,0.6735000000000009,0.1879999999999996,0.04734999999999996,0.5154999999999995
Gracias a Diosito,0.2889999999999998,0.8659999999999999,0.6649999999999994,0.0768,0.045800000000000014,0.8820000000000005
Gris,0.22899999999999943,0.8490000000000008,0.7090000000000022,0.3290000000000005,0.0793999999999998,0.9159999999999977
Grita,0.0645,0.4900000000000001,0.694,0.106,0.0463,0.292
Guantanamera,0.875,0.512,0.263,0.11,0.0855,0.359
Guille Asesino,0.109,0.40800000000000014,0.7799999999999999,0.103,0.123,0.40300000000000014
Génesis,0.586,0.501,0.712,0.0969,0.311,0.716
H.I.E.L.O.,0.286,0.7940000000000002,0.5670000000000001,0.18999999999999997,0.0634,0.4820000000000001
HACIENDO QUE ME AMAS,0.8689999999999999,0.5839999999999997,0.4109999999999997,0.09549999999999996,0.08380000000000006,0.41200000000000037
HIGHEST IN THE ROOM,0.054600000000000065,0.5979999999999996,0.42699999999999966,0.21000000000000027,0.03170000000000001,0.06050000000000008
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,0.05669999999999998,0.5589999999999997,0.49099999999999977,0.09920000000000001,0.03459999999999999,0.11399999999999999
HOY COBRÉ,0.0464,0.8599999999999997,0.7250000000000002,0.09940000000000004,0.24899999999999992,0.375
HP,0.25200000000000006,0.8370000000000002,0.791,0.18799999999999992,0.07730000000000005,0.6179999999999995
Hablamos Mañana,0.08689999999999999,0.6829999999999999,0.6769999999999997,0.09980000000000008,0.046899999999999956,0.5139999999999996
Hablemos de amor,0.7479999999999999,0.439,0.27899999999999997,0.0894,0.05869999999999998,0.17799999999999996
Hallucinate,0.033,0.627,0.69,0.0742,0.139,0.627
Hardest To Love,0.0909,0.467,0.608,0.125,0.0707,0.108
Hasta Abajo,0.28900000000000003,0.7140000000000001,0.6710000000000002,0.32500000000000007,0.36200000000000004,0.641
Hasta Que Dios Diga,0.4639999999999989,0.6910000000000018,0.7649999999999972,0.2030000000000005,0.1110000000000004,0.8549999999999978
Hasta Que Salga el Sol,0.020100000000000003,0.8260000000000003,0.8160000000000011,0.12700000000000003,0.06829999999999989,0.5979999999999994
Hasta el amanecer,0.258,0.7119999999999999,0.6269999999999999,0.131,0.10099999999999999,0.5090000000000001
Hawái,0.18900000000000003,0.7870000000000026,0.7279999999999982,0.06290000000000012,0.3890000000000011,0.5450000000000014
Hawái - Remix,0.105,0.7659999999999992,0.7880000000000001,0.14200000000000004,0.3119999999999999,0.6090000000000004
He Visto,0.5570000000000003,0.7299999999999986,0.4400000000000002,0.08420000000000004,0.17999999999999983,0.4140000000000007
Head & Heart (feat. MNEK),0.16799999999999965,0.7340000000000003,0.8739999999999992,0.04889999999999999,0.06620000000000006,0.9050000000000008
Heartless,0.0236,0.537,0.746,0.156,0.15,0.252
Heather,0.5840000000000015,0.3569999999999995,0.42499999999999927,0.3219999999999999,0.03330000000000008,0.26999999999999963
Hecha Pa' Mi,0.36200000000000004,0.7250000000000005,0.7560000000000001,0.10300000000000006,0.05719999999999996,0.8280000000000001
Hey Shorty - Remix,0.245,0.801,0.801,0.11,0.0511,0.635
High (Remix),0.15199999999999977,0.6680000000000005,0.35099999999999926,0.11299999999999998,0.11400000000000025,0.521999999999999
"Hola, Nena (feat. Omar Montes)",0.46899999999999903,0.7489999999999978,0.7720000000000009,0.09350000000000011,0.24300000000000022,0.718000000000002
"Hola, mi amor (feat. Lérica, Junco)",0.115,0.7259999999999999,0.92,0.22699999999999998,0.0995,0.7550000000000001
Holly Jolly Christmas,0.8650000000000001,0.6470000000000001,0.4649999999999999,0.08820000000000003,0.04279999999999999,0.699
Holy (feat. Chance The Rapper),0.19599999999999984,0.6730000000000013,0.7040000000000004,0.0898000000000001,0.3599999999999997,0.37199999999999994
Hookah,0.06990000000000003,0.872,0.5790000000000004,0.1159999999999999,0.11300000000000018,0.4830000000000004
How Do You Sleep?,0.15299999999999997,0.4770000000000002,0.6819999999999999,0.0763,0.09249999999999996,0.345
How You Like That,0.04649999999999999,0.8119999999999998,0.7609999999999998,0.060100000000000015,0.08119999999999997,0.34400000000000003
Hoy,0.0764,0.629,0.662,0.359,0.0367,0.352
Humo,0.417,0.689,0.426,0.0744,0.0389,0.343
I Don't Care (with Justin Bieber),0.09120000000000009,0.7980000000000015,0.6749999999999985,0.0894,0.04420000000000001,0.841999999999999
I Follow Rivers,0.296,0.703,0.722,0.113,0.0386,0.591
I Love Me,0.00261,0.664,0.561,0.0764,0.0495,0.713
I'll Be Home for Christmas,0.934,0.282,0.101,0.159,0.0315,0.141
ISSEY MIYAKE,0.752,0.58,0.57,0.426,0.339,0.893
ITALIANO 2020 (with Omar Montes),0.237,0.701,0.821,0.119,0.0791,0.699
Ice Cream (with Selena Gomez),0.0317,0.79,0.7009999999999998,0.0311,0.365,0.9099999999999999
If the World Was Ending - feat. Julia Michaels,0.8659999999999999,0.464,0.473,0.109,0.129,0.604
Ignorantes,0.2670000000000013,0.8499999999999964,0.5360000000000011,0.09959999999999974,0.059900000000000266,0.5049999999999985
Illuminati,0.17999999999999997,0.7640000000000001,0.5380000000000001,0.0967,0.27099999999999996,0.233
Illuminati - Remix,0.06,0.892,0.531,0.0996,0.182,0.501
In The End,0.0865,0.763,0.719,0.0935,0.0712,0.85
In Your Eyes,0.002849999999999999,0.6669999999999999,0.7189999999999999,0.07359999999999997,0.03459999999999999,0.7170000000000001
In Your Eyes (feat. Alida),0.172,0.57,0.672,0.0768,0.0716,0.461
Infeliz,0.36599999999999977,0.7130000000000004,0.7980000000000013,0.2460000000000003,0.2189999999999998,0.7209999999999989
Inolvidable,0.6779999999999989,0.8400000000000019,0.5429999999999994,0.12800000000000009,0.05679999999999997,0.7400000000000003
Intenta Olvidarme,0.0456,0.71,0.67,0.729,0.0754,0.749
Intentions (feat. Quavo),0.3000000000000005,0.8059999999999987,0.5459999999999995,0.10200000000000016,0.057500000000000086,0.8739999999999996
Interesá´,0.324,0.729,0.847,0.345,0.0397,0.46
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),0.76,0.724,0.276,0.116,0.0599,0.718
It's Beginning to Look a Lot like Christmas,0.9080000000000003,0.3390000000000002,0.21400000000000008,0.34100000000000014,0.037499999999999985,0.36299999999999977
It's Christmas,0.224,0.598,0.447,0.0704,0.0404,0.365
It's the Most Wonderful Time of the Year,0.766,0.24000000000000007,0.598,0.117,0.036899999999999995,0.7759999999999999
I’m Ready (with Demi Lovato),0.00346,0.501,0.674,0.282,0.0408,0.152
Jalapeño - Remix,0.28,0.7039999999999998,0.641,0.12000000000000001,0.25700000000000006,0.5140000000000001
Jangueo,0.32449999999999474,0.8619999999999989,0.7030000000000016,0.09810000000000117,0.056099999999999615,0.6860000000000049
Jeans,0.0165,0.8070000000000014,0.6560000000000012,0.0693000000000001,0.1050000000000003,0.8900000000000005
Jerusalema (feat. Nomcebo Zikode),0.01849999999999997,0.8799999999999988,0.4829999999999988,0.060699999999999935,0.050500000000000156,0.8269999999999985
Jingle Bells,0.043,0.815,0.725,0.14,0.158,0.795
Jingle Bells (feat. The Puppini Sisters),0.634,0.702,0.588,0.198,0.0563,0.849
Jockey,0.0979,0.598,0.556,0.131,0.142,0.552
Jugador del Año,0.107,0.623,0.745,0.208,0.142,0.181
Juramento eterno de sal,0.022499999999999985,0.6310000000000001,0.5940000000000004,0.3509999999999995,0.058100000000000034,0.7160000000000004
Juro Que,0.8449999999999998,0.6449999999999997,0.4949999999999997,0.33300000000000013,0.10700000000000007,0.6270000000000001
K y B,0.381,0.867,0.383,0.101,0.518,0.39
"KHEA: Bzrp Music Sessions, Vol. 34",0.49799999999999983,0.6329999999999995,0.6460000000000005,0.10400000000000006,0.026399999999999986,0.468
KLPSO,0.914,0.279,0.172,0.156,0.036,0.165
Keii,0.39999999999999925,0.7079999999999986,0.7969999999999979,0.09600000000000006,0.0391000000000001,0.5100000000000008
Kemba Walker,0.4460000000000007,0.8320000000000006,0.5900000000000007,0.12300000000000011,0.2719999999999999,0.5959999999999991
Kikiki (feat. Yay),0.0686,0.8649999999999985,0.7420000000000004,0.05689999999999994,0.1640000000000001,0.6700000000000014
Kings & Queens,0.007859999999999987,0.6370000000000003,0.689999999999999,0.12400000000000014,0.04050000000000007,0.45700000000000063
Kiyaera,0.146,0.757,0.767,0.136,0.311,0.707
Know Your Worth,0.145,0.79,0.694,0.281,0.0708,0.508
Kobe En LA,0.07199999999999998,0.767,0.7569999999999998,0.33599999999999997,0.06200000000000002,0.5730000000000002
Kurt Cobain,0.0497,0.565,0.664,0.0671,0.116,0.32
LA CANCIÓN,0.15200000000000036,0.7539999999999997,0.6459999999999996,0.1080000000000003,0.31699999999999967,0.4290000000000011
LA DROGA,0.04390000000000003,0.6430000000000003,0.7270000000000002,0.12300000000000012,0.0389,0.295
LA LATINA,0.3519999999999999,0.8469999999999998,0.79,0.08930000000000002,0.038200000000000005,0.5869999999999999
LA NOCHE DE ANOCHE,0.0303,0.8560000000000008,0.6179999999999998,0.08659999999999993,0.28599999999999975,0.391
LOCO (feat. Dark Polo Gang),0.271,0.767,0.457,0.153,0.172,0.21
La Bella y la Bestia,0.025400000000000034,0.625,0.7590000000000002,0.11399999999999999,0.059200000000000016,0.5660000000000003
La Bestia,0.0201,0.845,0.695,0.0966,0.0476,0.885
La Buena Sombra,0.498,0.595,0.882,0.118,0.0706,0.435
La Calle,0.2969999999999996,0.7699999999999992,0.8130000000000016,0.15800000000000022,0.1389999999999997,0.7169999999999991
La Cama,0.19999999999999968,0.7000000000000011,0.9040000000000009,0.18200000000000027,0.056799999999999976,0.8160000000000012
La Cama - Remix,0.11999999999999997,0.7369999999999977,0.8319999999999967,0.25500000000000045,0.07980000000000015,0.8649999999999994
La Curiosidad,0.26899999999999885,0.844999999999999,0.6770000000000025,0.10800000000000029,0.13599999999999948,0.6800000000000035
"La Curiosidad (feat. Dj Nelson, Arcangel, Zion & Lennox, De La Ghetto & Brray) - Red Grand Prix Remix",0.23,0.745,0.717,0.223,0.213,0.741
"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",0.10400000000000002,0.8409999999999999,0.6740000000000002,0.131,0.0962,0.7609999999999999
La Despedida,0.871,0.446,0.244,0.102,0.039,0.233
La Difícil,0.08609999999999944,0.6850000000000017,0.8480000000000057,0.07829999999999974,0.08579999999999988,0.7609999999999972
La Estación Eterna,0.116,0.323,0.439,0.108,0.0556,0.371
La Forma en Que Me Miras,0.14899999999999972,0.6560000000000006,0.6635000000000009,0.16000000000000011,0.18999999999999997,0.5710000000000004
La Gatita,0.0574,0.627,0.714,0.0827,0.149,0.345
La Jeepeta - Remix,0.29999999999999855,0.8149999999999982,0.7150000000000027,0.09100000000000014,0.2070000000000006,0.7860000000000011
La Lista de la Compra,0.0939,0.543,0.949,0.0562,0.0652,0.391
La Luna,0.16999999999999998,0.7599999999999999,0.795,0.134,0.0625,0.564
La Luz,0.42699999999999966,0.6649999999999994,0.6970000000000003,0.5989999999999996,0.15399999999999994,0.5560000000000005
La Marimorena,0.35,0.766,0.515,0.4,0.0365,0.909
La Mejor Versión de Mi - Remix,0.732,0.735,0.712,0.302,0.0326,0.894
La Mentira (feat. Joaquín Sabina),0.013600000000000008,0.6269999999999999,0.8029999999999984,0.07340000000000003,0.13700000000000034,0.9009999999999992
La Nota,0.17999999999999983,0.7359999999999988,0.6319999999999995,0.34900000000000014,0.06479999999999998,0.503
La Pared,0.12600000000000008,0.5954999999999994,0.5239999999999994,0.22700000000000015,0.08009999999999994,0.3575
La Pared 360,0.24800000000000022,0.7770000000000007,0.6559999999999994,0.13899999999999982,0.1579999999999998,0.8329999999999989
La Playa,0.1079999999999999,0.7959999999999996,0.6829999999999999,0.10700000000000014,0.1500000000000002,0.3530000000000003
La Playa - Remix,0.20099999999999987,0.7749999999999997,0.6329999999999995,0.2190000000000001,0.133,0.3940000000000001
La Popi,0.14700000000000013,0.8810000000000001,0.9519999999999985,0.06320000000000009,0.060299999999999875,0.5489999999999996
La Posada,0.305,0.7330000000000001,0.6509999999999999,0.34400000000000003,0.06320000000000002,0.8149999999999996
La Presión,0.02999999999999998,0.8430000000000014,0.6340000000000002,0.35199999999999865,0.10500000000000032,0.7780000000000024
La Prisión,0.161,0.843,0.545,0.0929,0.137,0.309
La Puerta Violeta,0.526,0.809,0.712,0.0958,0.049,0.895
La Recomellía,0.336,0.642,0.441,0.0624,0.167,0.391
La Revolución Sexual,0.00254,0.686,0.877,0.0791,0.0373,0.396
La Rubia - Remix 2,0.31900000000000134,0.7589999999999962,0.7170000000000024,0.37800000000000006,0.13299999999999934,0.7609999999999976
La Sandunguera,0.0504,0.578,0.382,0.324,0.31,0.485
La Santa,0.03260000000000007,0.7439999999999999,0.8679999999999977,0.08220000000000016,0.046999999999999896,0.5859999999999989
La Tirita,0.015500000000000005,0.7740000000000006,0.5859999999999999,0.11700000000000002,0.050599999999999985,0.7130000000000001
La Tóxica,0.08820000000000011,0.6590000000000018,0.7009999999999975,0.08660000000000018,0.16400000000000042,0.6230000000000009
La Tóxica (feat. Jay Wheeler & Tempo) - Remix,0.10199999999999997,0.7270000000000002,0.6920000000000001,0.056200000000000014,0.10400000000000006,0.6039999999999994
La Vida Es el Momento,0.0478,0.7200000000000001,0.836,0.056600000000000004,0.0319,0.943
La Virgen Gitana,0.0309,0.669,0.575,0.0673,0.0881,0.453
La Zona,0.2000000000000001,0.7620000000000003,0.8009999999999993,0.2539999999999997,0.04089999999999999,0.8099999999999996
La chica de Ipanema,0.534,0.779,0.613,0.118,0.0674,0.8119999999999999
La fiesta,0.56,0.678,0.6349999999999999,0.22600000000000003,0.21900000000000003,0.706
